,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
113,113,113,113,113,one,one,one,114,13,3,Verse 1: Will Smith,9,81,4,4,4,"[114, 390, 489, 512]","[('one', 'CD')]",DET,POSITIVE,0.9883,That night I don't think one wink I slept, that night I don't think one wink I slept,NEGATIVE,0.9901,-0.9901,10,0.19230769230769232,0.9883,117,0.6647727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,16.867755889892578,13.4649658203125
114,114,114,114,114,wink,wink,wink,115,13,3,Verse 1: Will Smith,9,82,1,1,1,[115],"[('wink', 'NN')]",N,POSITIVE,0.9978,That night I don't think one wink I slept, that night I don't think one wink I slept,NEGATIVE,0.9901,-0.9901,10,0.19230769230769232,0.9978,156,0.8863636363636364,pos_word_neg_line,Just the Two of Us,Will Smith,-13.064204216003418,11.50391960144043
115,115,115,115,115,I,I,I,116,13,3,Verse 1: Will Smith,9,83,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,That night I don't think one wink I slept, that night I don't think one wink I slept,NEGATIVE,0.9901,-0.9901,10,0.19230769230769232,0.9797,98,0.5568181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
116,116,116,116,116,slept,slept,slept,117,13,3,Verse 1: Will Smith,9,84,1,1,1,[117],"[('slept', 'NN')]",N,NEGATIVE,0.9987,That night I don't think one wink I slept, that night I don't think one wink I slept,NEGATIVE,0.9901,-0.9901,10,0.19230769230769232,-0.9987,9,0.05113636363636364,neg_word_neg_line,Just the Two of Us,Will Smith,1.2478244304656982,17.570613861083984
117,117,117,117,117,As,As,as,118,14,3,Verse 1: Will Smith,10,85,2,2,2,"[118, 345]","[('as', 'IN')]",PREP,POSITIVE,0.8932,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,0.8932,61,0.3465909090909091,pos_word_neg_line,Just the Two of Us,Will Smith,8.280821800231934,-9.249472618103027
118,118,118,118,118,I,I,I,119,14,3,Verse 1: Will Smith,10,86,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,0.9797,98,0.5568181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
119,119,119,119,119,slipped,slipped,slipped,120,14,3,Verse 1: Will Smith,10,87,1,1,1,[120],"[('slipped', 'VBD')]",V,NEGATIVE,0.9995,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,-0.9995,3,0.017045454545454544,neg_word_neg_line,Just the Two of Us,Will Smith,2.2361414432525635,-5.586812496185303
120,120,120,120,120,out,out,out,121,14,3,Verse 1: Will Smith,10,88,4,4,4,"[121, 362, 537, 582]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,-0.9803,25,0.14204545454545456,neg_word_neg_line,Just the Two of Us,Will Smith,-5.53298807144165,-4.757801055908203
121,121,121,121,121,my,my,my,122,14,3,Verse 1: Will Smith,10,89,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,0.9935,132,0.75,pos_word_neg_line,Just the Two of Us,Will Smith,-3.438248872756958,-2.803454875946045
122,122,122,122,122,"bed,",bed,bed,123,14,3,Verse 1: Will Smith,10,90,1,1,1,[123],"[('bed', 'NN')]",N,NEGATIVE,0.6777,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,-0.6777,47,0.2670454545454545,neg_word_neg_line,Just the Two of Us,Will Smith,0.5207653045654297,15.944869041442873
123,123,123,123,123,to,to,to,124,14,3,Verse 1: Will Smith,10,91,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,0.9653,86,0.4886363636363637,pos_word_neg_line,Just the Two of Us,Will Smith,1.2756972312927246,-15.350232124328613
124,124,124,124,124,your,your,your,125,14,3,Verse 1: Will Smith,10,92,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,0.9981,159,0.9034090909090908,pos_word_neg_line,Just the Two of Us,Will Smith,-3.180891513824463,-3.653992176055908
125,125,125,125,125,crib,crib,crib,126,14,3,Verse 1: Will Smith,10,93,1,1,1,[126],"[('crib', 'NN')]",N,NEGATIVE,0.9501,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,-0.9501,34,0.19318181818181807,neg_word_neg_line,Just the Two of Us,Will Smith,-0.9152604937553406,16.131975173950195
126,126,126,126,126,I,I,I,127,14,3,Verse 1: Will Smith,10,94,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,0.9797,98,0.5568181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
127,127,127,127,127,crept,crept,crept,128,14,3,Verse 1: Will Smith,10,95,1,1,1,[128],"[('crept', 'NN')]",N,NEGATIVE,0.9984,"As I slipped out my bed, to your crib I crept", as I slipped out my bed to your crib I crept,NEGATIVE,0.9943,-0.9943,7,0.1346153846153846,-0.9984,10,0.05681818181818181,neg_word_neg_line,Just the Two of Us,Will Smith,2.483166217803955,-7.070986270904541
128,128,128,128,128,Touched,Touched,touched,129,15,3,Verse 1: Will Smith,11,96,1,1,1,[129],"[('touched', 'VBN')]",V,POSITIVE,0.9997,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9997,174,0.9886363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,6.251657962799072,0.08995383977890015
129,129,129,129,129,your,your,your,130,15,3,Verse 1: Will Smith,11,97,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9981,159,0.9034090909090908,pos_word_pos_line,Just the Two of Us,Will Smith,-3.180891513824463,-3.653992176055908
130,130,130,130,130,head,head,head,131,15,3,Verse 1: Will Smith,11,98,1,1,1,[131],"[('head', 'NN')]",N,POSITIVE,0.9758,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9758,95,0.5397727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,-8.120933532714844,2.7162466049194336
131,131,131,131,131,"gently,",gently,gently,132,15,3,Verse 1: Will Smith,11,99,1,1,1,[132],"[('gently', 'RB')]",ADV,POSITIVE,0.9996,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9996,173,0.9829545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,8.157423973083496,6.567537784576416
132,132,132,132,132,felt,felt,felt,133,15,3,Verse 1: Will Smith,11,100,1,1,1,[133],"[('felt', 'NN')]",N,POSITIVE,0.9833,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9833,103,0.5852272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,-0.028182391077280045,-18.222618103027344
133,133,133,133,133,my,my,my,134,15,3,Verse 1: Will Smith,11,101,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9935,132,0.75,pos_word_pos_line,Just the Two of Us,Will Smith,-3.438248872756958,-2.803454875946045
134,134,134,134,134,heart,heart,heart,135,15,3,Verse 1: Will Smith,11,102,3,3,3,"[135, 519, 567]","[('heart', 'NN')]",N,POSITIVE,0.9998,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,-5.218564510345459,8.953390121459961
135,135,135,135,135,melt,melt,melt,136,15,3,Verse 1: Will Smith,11,103,1,1,1,[136],"[('melt', 'NN')]",N,POSITIVE,0.9854,"Touched your head gently, felt my heart melt", touched your head gently felt my heart melt,POSITIVE,0.9981,0.9981,39,0.75,0.9854,107,0.6079545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,0.6076623797416687,-10.022700309753418
136,136,136,136,136,Cause,Cause,because,137,16,3,Verse 1: Will Smith,12,104,3,3,3,"[137, 244, 563]","[('because', 'IN')]",PREP,NEGATIVE,0.8893,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,-0.8893,41,0.23295454545454544,neg_word_pos_line,Just the Two of Us,Will Smith,10.766697883605957,7.356249809265138
137,137,137,137,137,I,I,I,138,16,3,Verse 1: Will Smith,12,105,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
138,138,138,138,138,know,know,know,139,16,3,Verse 1: Will Smith,12,106,2,2,2,"[139, 476]","[('know', 'VB')]",V,POSITIVE,0.9948,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9948,138,0.7840909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,0.9958875179290771,-13.428499221801758
139,139,139,139,139,I,I,I,140,16,3,Verse 1: Will Smith,12,107,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
140,140,140,140,140,loved,loved,loved,141,16,3,Verse 1: Will Smith,12,108,1,1,1,[141],"[('loved', 'VBN')]",V,POSITIVE,0.9999,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9999,176,1.0,pos_word_pos_line,Just the Two of Us,Will Smith,6.699531078338622,3.2234716415405287
141,141,141,141,141,you,you,you,142,16,3,Verse 1: Will Smith,12,109,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
142,142,142,142,142,more,more,more,143,16,3,Verse 1: Will Smith,12,110,2,2,2,"[143, 449]","[('more', 'RBR')]",ADV,POSITIVE,0.9969,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9969,151,0.8579545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,9.124134063720703,-18.035001754760746
143,143,143,143,143,than,than,than,144,16,3,Verse 1: Will Smith,12,111,2,2,2,"[144, 451]","[('than', 'IN')]",PREP,POSITIVE,0.9804,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9804,100,0.5681818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.016207695007324,-7.912923336029053
144,144,144,144,144,life,life,life,145,16,3,Verse 1: Will Smith,12,112,4,4,4,"[145, 173, 499, 543]","[('life', 'NN')]",N,POSITIVE,0.9965,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9965,147,0.8352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,-2.363539457321167,10.939310073852539
145,145,145,145,145,itself,itself,itself,146,16,3,Verse 1: Will Smith,12,113,1,1,1,[146],"[('itself', 'PRP')]",PRON,POSITIVE,0.9738,Cause I know I loved you more than life itself, because I know I loved you more than life itself,POSITIVE,0.9994,0.9994,48,0.9230769230769232,0.9738,94,0.5340909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,7.703999996185303,-2.624232292175293
146,146,146,146,146,Then,Then,then,147,17,3,Verse 1: Will Smith,13,114,1,1,1,[147],"[('then', 'RB')]",ADV,POSITIVE,0.9452,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9452,77,0.4375,pos_word_neg_line,Just the Two of Us,Will Smith,15.185423851013185,7.338334083557129
147,147,147,147,147,to,to,to,148,17,3,Verse 1: Will Smith,13,115,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9653,86,0.4886363636363637,pos_word_neg_line,Just the Two of Us,Will Smith,1.2756972312927246,-15.350232124328613
148,148,148,148,148,my,my,my,149,17,3,Verse 1: Will Smith,13,116,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9935,132,0.75,pos_word_neg_line,Just the Two of Us,Will Smith,-3.438248872756958,-2.803454875946045
149,149,149,149,149,"knees,",knees,knees,150,17,3,Verse 1: Will Smith,13,117,1,1,1,[150],"[('knees', 'NNS')]",N,NEGATIVE,0.9991,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,-0.9991,6,0.03409090909090909,neg_word_neg_line,Just the Two of Us,Will Smith,-1.7444560527801514,5.4240994453430185
150,150,150,150,150,and,and,and,151,17,3,Verse 1: Will Smith,13,118,11,8,8,"[71, 151, 214, 236, 337, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9708,92,0.5227272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,10.342761039733887,-5.1989336013793945
151,151,151,151,151,I,I,I,152,17,3,Verse 1: Will Smith,13,119,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9797,98,0.5568181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
152,152,152,152,152,begged,begged,begged,153,17,3,Verse 1: Will Smith,13,120,1,1,1,[153],"[('begged', 'VBN')]",V,NEGATIVE,0.9941,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,-0.9941,19,0.10795454545454546,neg_word_neg_line,Just the Two of Us,Will Smith,6.1776275634765625,1.7114441394805908
153,153,153,153,153,the,the,the,154,17,3,Verse 1: Will Smith,13,121,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9636,84,0.4772727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
154,154,154,154,154,Lord,Lord,lord,155,17,3,Verse 1: Will Smith,13,122,1,1,1,[155],"[('lord', 'NN')]",N,POSITIVE,0.9943,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9943,136,0.7727272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,-10.773273468017578,14.177497863769533
155,155,155,155,155,please,please,please,156,17,3,Verse 1: Will Smith,13,123,1,1,1,[156],"[('please', 'NN')]",N,POSITIVE,0.9995,"Then to my knees, and I begged the Lord please", then to my knees and I begged the lord please,NEGATIVE,0.9783,-0.9783,14,0.2692307692307692,0.9995,172,0.9772727272727272,pos_word_neg_line,Just the Two of Us,Will Smith,10.803040504455566,9.911803245544434
156,156,156,156,156,Let,Let,let,157,18,3,Verse 1: Will Smith,14,124,3,3,3,"[52, 157, 555]","[('let', 'VB')]",V,NEGATIVE,0.7554,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,-0.7554,45,0.2556818181818182,neg_word_pos_line,Just the Two of Us,Will Smith,-10.046360969543457,-13.860998153686525
157,157,157,157,157,me,me,me,158,18,3,Verse 1: Will Smith,14,125,8,8,8,"[97, 158, 231, 234, 242, 303, 364, 470]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.9947,137,0.7784090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,-1.7418439388275146,-1.4819971323013306
158,158,158,158,158,be,be,be,159,18,3,Verse 1: Will Smith,14,126,10,10,10,"[64, 72, 159, 239, 258, 295, 301, 331, 441, 492]","[('be', 'VB')]",V,POSITIVE,0.962,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.962,83,0.4715909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,-6.471293926239014,-14.881709098815918
159,159,159,159,159,a,a,a,160,18,3,Verse 1: Will Smith,14,127,12,12,12,"[5, 82, 160, 229, 259, 261, 264, 296, 332, 437, 442, 646]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.9873,115,0.6534090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,5.090866088867188,-10.639092445373537
160,160,160,160,160,good,good,good,161,18,3,Verse 1: Will Smith,14,128,3,3,3,"[161, 443, 647]","[('good', 'JJ')]",ADJ,POSITIVE,0.9998,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,9.32550811767578,12.962882995605467
161,161,161,161,161,"daddy,",daddy,daddy,162,18,3,Verse 1: Will Smith,14,129,1,1,1,[162],"[('daddy', 'NN')]",N,POSITIVE,0.9927,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.9927,126,0.7159090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,-8.702140808105469,11.958518981933596
162,162,162,162,162,all,all,all,163,18,3,Verse 1: Will Smith,14,130,4,4,4,"[94, 163, 251, 271]","[('all', 'DT')]",DET,POSITIVE,0.9903,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.9903,120,0.6818181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,10.814867973327637,3.3703739643096924
163,163,163,163,163,he,he,he,164,18,3,Verse 1: Will Smith,14,131,1,1,1,[164],"[('he', 'PRP')]",PRON,POSITIVE,0.9707,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,0.9707,91,0.5170454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,6.357509136199951,-5.5332136154174805
164,164,164,164,164,needs,needs,needs,165,18,3,Verse 1: Will Smith,14,132,1,1,1,[165],"[('needs', 'NNS')]",N,NEGATIVE,0.8997,"Let me be a good daddy, all he needs", let me be a good daddy all he needs,POSITIVE,0.9993,0.9993,47,0.9038461538461541,-0.8997,39,0.2215909090909091,neg_word_pos_line,Just the Two of Us,Will Smith,-0.7015314698219299,-12.621103286743164
165,165,165,165,165,"Love,",Love,love,166,19,3,Verse 1: Will Smith,15,133,3,3,3,"[166, 378, 597]","[('love', 'NN')]",N,POSITIVE,0.9999,"Love, knowledge, discipline too", love knowledge discipline too,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9999,176,1.0,pos_word_pos_line,Just the Two of Us,Will Smith,-4.2603745460510245,9.329144477844238
166,166,166,166,166,"knowledge,",knowledge,knowledge,167,19,3,Verse 1: Will Smith,15,134,1,1,1,[167],"[('knowledge', 'NN')]",N,POSITIVE,0.9996,"Love, knowledge, discipline too", love knowledge discipline too,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9996,173,0.9829545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,1.0460296869277954,10.892535209655762
167,167,167,167,167,discipline,discipline,discipline,168,19,3,Verse 1: Will Smith,15,135,1,1,1,[168],"[('discipline', 'NN')]",N,POSITIVE,0.9988,"Love, knowledge, discipline too", love knowledge discipline too,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9988,165,0.9375,pos_word_pos_line,Just the Two of Us,Will Smith,-8.327415466308594,4.193511009216309
168,168,168,168,168,too,too,too,169,19,3,Verse 1: Will Smith,15,136,2,2,2,"[169, 571]","[('too', 'RB')]",ADV,NEGATIVE,0.9357,"Love, knowledge, discipline too", love knowledge discipline too,POSITIVE,0.9996,0.9996,49,0.9423076923076924,-0.9357,37,0.2102272727272728,neg_word_pos_line,Just the Two of Us,Will Smith,9.612733840942383,3.740943670272826
169,169,169,169,169,I,I,I,170,20,3,Verse 1: Will Smith,16,137,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
170,170,170,170,170,pledge,pledge,pledge,171,20,3,Verse 1: Will Smith,16,138,2,2,2,"[171, 317]","[('pledge', 'NN')]",N,POSITIVE,0.9867,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9867,111,0.6306818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-5.4416584968566895,4.327920436859132
171,171,171,171,171,my,my,my,172,20,3,Verse 1: Will Smith,16,139,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9935,132,0.75,pos_word_pos_line,Just the Two of Us,Will Smith,-3.438248872756958,-2.803454875946045
172,172,172,172,172,life,life,life,173,20,3,Verse 1: Will Smith,16,140,4,4,4,"[145, 173, 499, 543]","[('life', 'NN')]",N,POSITIVE,0.9965,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9965,147,0.8352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,-2.363539457321167,10.939310073852539
173,173,173,173,173,to,to,to,174,20,3,Verse 1: Will Smith,16,141,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9653,86,0.4886363636363637,pos_word_pos_line,Just the Two of Us,Will Smith,1.2756972312927246,-15.350232124328613
174,174,174,174,174,you,you,you,175,20,3,Verse 1: Will Smith,16,142,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
175,175,175,175,175,Just,Just,just,176,21,4,Chorus,1,1,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8226,59,0.3352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.688145637512207,5.462139129638672
