,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
60,60,60,60,60,60,60,60,60,60,60,the,the,the,61,13,4,Chorus: David Bowie & Freddie Mercury,1,2,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9636,46,0.4423076923076923,pos_word_neg_line,Under Pressure,Queen & David Bowie,-0.7009652256965637,1.4191086292266846
61,61,61,61,61,61,61,61,61,61,61,terror,terror,terror,62,13,4,Chorus: David Bowie & Freddie Mercury,1,3,2,2,2,"[62, 153]","[('terror', 'NN')]",N,NEGATIVE,0.9981,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,-0.9981,6,0.0576923076923077,neg_word_neg_line,Under Pressure,Queen & David Bowie,4.692719459533691,-0.8115114569664001
62,62,62,62,62,62,62,62,62,62,62,of,of,of,63,13,4,Chorus: David Bowie & Freddie Mercury,1,4,4,4,4,"[63, 154, 281, 295]","[('of', 'IN')]",PREP,POSITIVE,0.9193,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9193,38,0.36538461538461536,pos_word_neg_line,Under Pressure,Queen & David Bowie,11.757411003112793,3.9889528751373287
63,63,63,63,63,63,63,63,63,63,63,knowing,knowing,knowing,64,13,4,Chorus: David Bowie & Freddie Mercury,1,5,2,2,2,"[64, 155]","[('knowing', 'VBG')]",V,POSITIVE,0.9989,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9989,95,0.9134615384615384,pos_word_neg_line,Under Pressure,Queen & David Bowie,4.5091328620910645,-3.789313554763794
64,64,64,64,64,64,64,64,64,64,64,what,what,what,65,13,4,Chorus: David Bowie & Freddie Mercury,1,6,2,2,2,"[65, 156]","[('what', 'WP')]",OTH,POSITIVE,0.9943,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9943,78,0.75,pos_word_neg_line,Under Pressure,Queen & David Bowie,17.214601516723633,-6.441211700439452
65,65,65,65,65,65,65,65,65,65,65,this,this,this,66,13,4,Chorus: David Bowie & Freddie Mercury,1,7,5,5,5,"[66, 157, 299, 304, 309]","[('this', 'DT')]",DET,POSITIVE,0.9931,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9931,75,0.7211538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,-9.14840602874756,-21.91628646850586
66,66,66,66,66,66,66,66,66,66,66,world,world,world,67,13,4,Chorus: David Bowie & Freddie Mercury,1,8,2,2,2,"[67, 158]","[('world', 'NN')]",N,POSITIVE,0.9981,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9981,89,0.8557692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,-8.344291687011719,9.064375877380373
67,67,67,67,67,67,67,67,67,67,67,is,is,is,68,13,4,Chorus: David Bowie & Freddie Mercury,1,9,5,5,5,"[68, 159, 300, 305, 310]","[('is', 'VBZ')]",V,POSITIVE,0.9275,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9275,39,0.375,pos_word_neg_line,Under Pressure,Queen & David Bowie,17.051544189453125,0.9187014102935792
68,68,68,68,68,68,68,68,68,68,68,about,about,about,69,13,4,Chorus: David Bowie & Freddie Mercury,1,10,3,3,3,"[69, 160, 297]","[('about', 'IN')]",PREP,POSITIVE,0.9686,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9686,49,0.4711538461538462,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.31813907623291,3.238950252532959
69,69,69,69,69,69,69,69,69,69,69,Watching,Watching,watching,70,14,4,Chorus: David Bowie & Freddie Mercury,2,11,2,2,2,"[70, 161]","[('watching', 'VBG')]",V,POSITIVE,0.9973,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9973,87,0.8365384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,5.019948482513428,-4.90826940536499
70,70,70,70,70,70,70,70,70,70,70,some,some,some,71,14,4,Chorus: David Bowie & Freddie Mercury,2,12,2,2,2,"[71, 162]","[('some', 'DT')]",DET,POSITIVE,0.9431,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9431,41,0.3942307692307692,pos_word_neg_line,Under Pressure,Queen & David Bowie,5.046836853027344,-17.184600830078125
71,71,71,71,71,71,71,71,71,71,71,good,good,good,72,14,4,Chorus: David Bowie & Freddie Mercury,2,13,2,2,2,"[72, 163]","[('good', 'JJ')]",ADJ,POSITIVE,0.9998,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9998,103,0.9903846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,-5.701047420501709,-15.457367897033693
72,72,72,72,72,72,72,72,72,72,72,friends,friends,friends,73,14,4,Chorus: David Bowie & Freddie Mercury,2,14,2,2,2,"[73, 164]","[('friends', 'NNS')]",N,POSITIVE,0.9998,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9998,103,0.9903846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,-16.06062126159668,-6.269153594970702
73,73,73,73,73,73,73,73,73,73,73,"screaming,",screaming,screaming,74,14,4,Chorus: David Bowie & Freddie Mercury,2,15,2,2,2,"[74, 165]","[('screaming', 'VBG')]",V,NEGATIVE,0.9994,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,-0.9994,3,0.02884615384615385,neg_word_neg_line,Under Pressure,Queen & David Bowie,5.822345733642577,-0.7593706846237183
74,74,74,74,74,74,74,74,74,74,74,"""Let",Let,let,75,14,4,Chorus: David Bowie & Freddie Mercury,2,16,2,2,2,"[75, 166]","[('let', 'VB')]",V,NEGATIVE,0.7554,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,-0.7554,25,0.2403846153846154,neg_word_neg_line,Under Pressure,Queen & David Bowie,-12.680583000183105,3.751589298248291
75,75,75,75,75,75,75,75,75,75,75,me,me,me,76,14,4,Chorus: David Bowie & Freddie Mercury,2,17,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9947,80,0.7692307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,-15.489153861999512,-10.019376754760742
76,76,76,76,76,76,76,76,76,76,76,"out!""",out,out,77,14,4,Chorus: David Bowie & Freddie Mercury,2,18,2,2,2,"[77, 168]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,"Watching some good friends screaming, ""Let me out!""", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,-0.9803,14,0.1346153846153846,neg_word_neg_line,Under Pressure,Queen & David Bowie,-10.453582763671877,-6.555694580078125
77,77,77,77,77,77,77,77,77,77,77,Pray,Pray,pray,78,15,4,Chorus: David Bowie & Freddie Mercury,3,19,2,2,2,"[78, 169]","[('pray', 'NN')]",N,NEGATIVE,0.9303,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,33,0.7857142857142857,-0.9303,17,0.16346153846153846,neg_word_pos_line,Under Pressure,Queen & David Bowie,-12.969468116760256,-1.6814322471618652
78,78,78,78,78,78,78,78,78,78,78,tomorrow,tomorrow,tomorrow,79,15,4,Chorus: David Bowie & Freddie Mercury,3,20,2,2,2,"[79, 170]","[('tomorrow', 'NN')]",N,POSITIVE,0.9987,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,33,0.7857142857142857,0.9987,93,0.8942307692307693,pos_word_pos_line,Under Pressure,Queen & David Bowie,-11.372538566589355,13.235014915466307
79,79,79,79,79,79,79,79,79,79,79,gets,gets,gets,80,15,4,Chorus: David Bowie & Freddie Mercury,3,21,2,2,2,"[80, 171]","[('gets', 'VBZ')]",V,POSITIVE,0.9993,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,33,0.7857142857142857,0.9993,99,0.9519230769230768,pos_word_pos_line,Under Pressure,Queen & David Bowie,-10.453154563903807,4.237891674041748
80,80,80,80,80,80,80,80,80,80,80,me,me,me,81,15,4,Chorus: David Bowie & Freddie Mercury,3,22,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,33,0.7857142857142857,0.9947,80,0.7692307692307693,pos_word_pos_line,Under Pressure,Queen & David Bowie,-15.489153861999512,-10.019376754760742
81,81,81,81,81,81,81,81,81,81,81,higher,higher,higher,82,15,4,Chorus: David Bowie & Freddie Mercury,3,23,2,2,2,"[82, 173]","[('higher', 'JJR')]",ADJ,POSITIVE,0.9996,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,33,0.7857142857142857,0.9996,101,0.9711538461538459,pos_word_pos_line,Under Pressure,Queen & David Bowie,-2.5934882164001465,-21.048114776611328
82,82,82,82,82,82,82,82,82,82,82,Pressure,Pressure,pressure,83,16,4,Chorus: David Bowie & Freddie Mercury,4,24,9,9,9,"[15, 29, 83, 175, 220, 313, 315, 317, 318]","[('pressure', 'NN')]",N,NEGATIVE,0.9933,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,-0.9933,9,0.08653846153846154,neg_word_neg_line,Under Pressure,Queen & David Bowie,-3.592129945755005,-6.784911632537843
83,83,83,83,83,83,83,83,83,83,83,on,on,on,84,16,4,Chorus: David Bowie & Freddie Mercury,4,25,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.987,63,0.6057692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
84,84,84,84,84,84,84,84,84,84,84,"people,",people,people,85,16,4,Chorus: David Bowie & Freddie Mercury,4,26,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.9852,62,0.5961538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.6848210096359253,16.38730812072754
85,85,85,85,85,85,85,85,85,85,85,people,people,people,86,16,4,Chorus: David Bowie & Freddie Mercury,4,27,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.9852,62,0.5961538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.6848210096359253,16.38730812072754
86,86,86,86,86,86,86,86,86,86,86,on,on,on,87,16,4,Chorus: David Bowie & Freddie Mercury,4,28,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.987,63,0.6057692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
87,87,87,87,87,87,87,87,87,87,87,streets,streets,streets,88,16,4,Chorus: David Bowie & Freddie Mercury,4,29,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.9827,60,0.5769230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,5.744052410125732,13.617565155029295
88,88,88,88,88,88,88,88,88,88,88,Day,Day,day,89,17,5,Verse 2: David Bowie & Freddie Mercury,1,1,4,4,4,"[53, 56, 89, 90]","[('day', 'NN')]",N,POSITIVE,0.9957,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,25,0.5952380952380952,0.9957,83,0.7980769230769231,pos_word_pos_line,Under Pressure,Queen & David Bowie,-10.344849586486816,11.848655700683596
89,89,89,89,89,89,89,89,89,89,89,day,day,day,90,17,5,Verse 2: David Bowie & Freddie Mercury,1,2,4,4,4,"[53, 56, 89, 90]","[('day', 'NN')]",N,POSITIVE,0.9957,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,25,0.5952380952380952,0.9957,83,0.7980769230769231,pos_word_pos_line,Under Pressure,Queen & David Bowie,-10.344849586486816,11.848655700683596
90,90,90,90,90,90,90,90,90,90,90,de,de,de,91,17,5,Verse 2: David Bowie & Freddie Mercury,1,3,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,25,0.5952380952380952,0.73,29,0.27884615384615385,pos_word_pos_line,Under Pressure,Queen & David Bowie,12.215702056884766,1.8881493806838991
91,91,91,91,91,91,91,91,91,91,91,mm,mm,mm,92,17,5,Verse 2: David Bowie & Freddie Mercury,1,4,1,1,1,[92],"[('mm', 'NN')]",N,POSITIVE,0.9955,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,25,0.5952380952380952,0.9955,82,0.7884615384615384,pos_word_pos_line,Under Pressure,Queen & David Bowie,-1.987610936164856,5.4169135093688965
92,92,92,92,92,92,92,92,92,92,92,hm,hm,hm,93,17,5,Verse 2: David Bowie & Freddie Mercury,1,5,1,1,1,[93],"[('hm', 'NN')]",N,NEGATIVE,0.8658,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,25,0.5952380952380952,-0.8658,22,0.21153846153846154,neg_word_pos_line,Under Pressure,Queen & David Bowie,-19.032686233520508,-11.89561939239502
93,93,93,93,93,93,93,93,93,93,93,Da,Da,da,94,18,5,Verse 2: David Bowie & Freddie Mercury,2,6,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,12,0.2857142857142857,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
94,94,94,94,94,94,94,94,94,94,94,da,da,da,95,18,5,Verse 2: David Bowie & Freddie Mercury,2,7,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,12,0.2857142857142857,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
95,95,95,95,95,95,95,95,95,95,95,da,da,da,96,18,5,Verse 2: David Bowie & Freddie Mercury,2,8,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,12,0.2857142857142857,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
96,96,96,96,96,96,96,96,96,96,96,ba,ba,ba,97,18,5,Verse 2: David Bowie & Freddie Mercury,2,9,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,12,0.2857142857142857,0.9783,54,0.5192307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.90511417388916,-0.2669279873371124
97,97,97,97,97,97,97,97,97,97,97,ba,ba,ba,98,18,5,Verse 2: David Bowie & Freddie Mercury,2,10,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,12,0.2857142857142857,0.9783,54,0.5192307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.90511417388916,-0.2669279873371124
98,98,98,98,98,98,98,98,98,98,98,Okay,Okay,okay,99,19,5,Verse 2: David Bowie & Freddie Mercury,3,11,2,2,2,"[59, 99]","[('okay', 'NN')]",N,POSITIVE,0.9998,Okay, okay,POSITIVE,0.9998,0.9998,42,1.0,0.9998,103,0.9903846153846154,pos_word_pos_line,Under Pressure,Queen & David Bowie,-7.283980369567871,-15.904146194458008
99,99,99,99,99,99,99,99,99,99,99,Chipping,Chipping,chipping,100,20,5,Verse 2: David Bowie & Freddie Mercury,4,12,1,1,1,[100],"[('chipping', 'VBG')]",V,NEGATIVE,0.7858,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,-0.7858,24,0.2307692307692308,neg_word_neg_line,Under Pressure,Queen & David Bowie,3.08278751373291,-13.951286315917967
100,100,100,100,100,100,100,100,100,100,100,"around,",around,around,101,20,5,Verse 2: David Bowie & Freddie Mercury,4,13,2,2,2,"[101, 105]","[('around', 'IN')]",PREP,POSITIVE,0.9741,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.9741,52,0.5,pos_word_neg_line,Under Pressure,Queen & David Bowie,8.183018684387207,-2.485938549041748
101,101,101,101,101,101,101,101,101,101,101,kick,kick,kick,102,20,5,Verse 2: David Bowie & Freddie Mercury,4,14,1,1,1,[102],"[('kick', 'NN')]",N,POSITIVE,0.978,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.978,53,0.5096153846153846,pos_word_neg_line,Under Pressure,Queen & David Bowie,-7.717555046081543,2.417651891708374
102,102,102,102,102,102,102,102,102,102,102,my,my,my,103,20,5,Verse 2: David Bowie & Freddie Mercury,4,15,1,1,1,[103],"[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.9935,76,0.7307692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,-9.000388145446777,-12.291399955749512
103,103,103,103,103,103,103,103,103,103,103,brains,brains,brains,104,20,5,Verse 2: David Bowie & Freddie Mercury,4,16,1,1,1,[104],"[('brains', 'NNS')]",N,POSITIVE,0.9988,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.9988,94,0.9038461538461541,pos_word_neg_line,Under Pressure,Queen & David Bowie,2.6570677757263184,13.070575714111328
104,104,104,104,104,104,104,104,104,104,104,around,around,around,105,20,5,Verse 2: David Bowie & Freddie Mercury,4,17,2,2,2,"[101, 105]","[('around', 'IN')]",PREP,POSITIVE,0.9741,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.9741,52,0.5,pos_word_neg_line,Under Pressure,Queen & David Bowie,8.183018684387207,-2.485938549041748
105,105,105,105,105,105,105,105,105,105,105,the,the,the,106,20,5,Verse 2: David Bowie & Freddie Mercury,4,18,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.9636,46,0.4423076923076923,pos_word_neg_line,Under Pressure,Queen & David Bowie,-0.7009652256965637,1.4191086292266846
106,106,106,106,106,106,106,106,106,106,106,floor,floor,floor,107,20,5,Verse 2: David Bowie & Freddie Mercury,4,19,1,1,1,[107],"[('floor', 'NN')]",N,POSITIVE,0.908,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.21428571428571427,0.908,34,0.3269230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,-1.55521559715271,17.90176773071289
107,107,107,107,107,107,107,107,107,107,107,These,These,these,108,21,5,Verse 2: David Bowie & Freddie Mercury,5,20,1,1,1,[108],"[('these', 'DT')]",DET,POSITIVE,0.954,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.954,44,0.4230769230769231,pos_word_pos_line,Under Pressure,Queen & David Bowie,-9.14399242401123,-22.19383811950684
108,108,108,108,108,108,108,108,108,108,108,are,are,are,109,21,5,Verse 2: David Bowie & Freddie Mercury,5,21,1,1,1,[109],"[('are', 'VBP')]",V,POSITIVE,0.9785,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.9785,55,0.5288461538461539,pos_word_pos_line,Under Pressure,Queen & David Bowie,17.400333404541016,0.7603681087493896
109,109,109,109,109,109,109,109,109,109,109,the,the,the,110,21,5,Verse 2: David Bowie & Freddie Mercury,5,22,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.9636,46,0.4423076923076923,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.7009652256965637,1.4191086292266846
110,110,110,110,110,110,110,110,110,110,110,days,days,days,111,21,5,Verse 2: David Bowie & Freddie Mercury,5,23,1,1,1,[111],"[('days', 'NNS')]",N,POSITIVE,0.9492,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.9492,42,0.40384615384615385,pos_word_pos_line,Under Pressure,Queen & David Bowie,-3.0839536190032963,-15.496393203735352
111,111,111,111,111,111,111,111,111,111,111,it,it,it,112,21,5,Verse 2: David Bowie & Freddie Mercury,5,24,4,4,4,"[112, 116, 184, 195]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.9927,73,0.7019230769230769,pos_word_pos_line,Under Pressure,Queen & David Bowie,9.89292812347412,-5.348041534423828
112,112,112,112,112,112,112,112,112,112,112,never,never,never,113,21,5,Verse 2: David Bowie & Freddie Mercury,5,25,1,1,1,[113],"[('never', 'RB')]",ADV,NEGATIVE,0.9905,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,-0.9905,11,0.10576923076923077,neg_word_pos_line,Under Pressure,Queen & David Bowie,10.692822456359863,-15.466601371765135
113,113,113,113,113,113,113,113,113,113,113,rains,rains,rains,114,21,5,Verse 2: David Bowie & Freddie Mercury,5,26,1,1,1,[114],"[('rains', 'NNS')]",N,POSITIVE,0.6102,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.6102,27,0.25961538461538464,pos_word_pos_line,Under Pressure,Queen & David Bowie,-2.0471048355102544,8.82908821105957
114,114,114,114,114,114,114,114,114,114,114,but,but,but,115,21,5,Verse 2: David Bowie & Freddie Mercury,5,27,3,3,3,"[115, 194, 203]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,-0.9101,20,0.19230769230769232,neg_word_pos_line,Under Pressure,Queen & David Bowie,13.425121307373047,-12.65042495727539
115,115,115,115,115,115,115,115,115,115,115,it,it,it,116,21,5,Verse 2: David Bowie & Freddie Mercury,5,28,4,4,4,"[112, 116, 184, 195]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.9927,73,0.7019230769230769,pos_word_pos_line,Under Pressure,Queen & David Bowie,9.89292812347412,-5.348041534423828
116,116,116,116,116,116,116,116,116,116,116,pours,pours,pours,117,21,5,Verse 2: David Bowie & Freddie Mercury,5,29,1,1,1,[117],"[('pours', 'NNS')]",N,POSITIVE,0.9991,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,37,0.8809523809523809,0.9991,97,0.9326923076923076,pos_word_pos_line,Under Pressure,Queen & David Bowie,13.880637168884276,11.190590858459473
117,117,117,117,117,117,117,117,117,117,117,Ee,Ee,ee,118,22,5,Verse 2: David Bowie & Freddie Mercury,6,30,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,20,0.4761904761904762,0.9092,35,0.3365384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,-11.512928009033205,-13.566582679748535
118,118,118,118,118,118,118,118,118,118,118,do,do,do,119,22,5,Verse 2: David Bowie & Freddie Mercury,6,31,1,1,1,[119],"[('do', 'VB')]",V,POSITIVE,0.9963,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,20,0.4761904761904762,0.9963,84,0.8076923076923077,pos_word_neg_line,Under Pressure,Queen & David Bowie,20.575664520263672,-3.316084384918213
119,119,119,119,119,119,119,119,119,119,119,ba,ba,ba,120,22,5,Verse 2: David Bowie & Freddie Mercury,6,32,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,20,0.4761904761904762,0.9783,54,0.5192307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.90511417388916,-0.2669279873371124
