,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
167,discipline,discipline,discipline,168,19,3,Verse 1: Will Smith,15,135,1,1,1,[168],"[('discipline', 'NN')]",N,POSITIVE,0.9988,"Love, knowledge, discipline too", love knowledge discipline too,POSITIVE,0.9996,0.9996,49,0.9423076923076923,0.9988,165,0.9375,12.849765,1.3992902
168,too,too,too,169,19,3,Verse 1: Will Smith,15,136,2,2,2,"[169, 571]","[('too', 'RB')]",ADV,NEGATIVE,0.9357,"Love, knowledge, discipline too", love knowledge discipline too,POSITIVE,0.9996,0.9996,49,0.9423076923076923,-0.9357,37,0.21022727272727273,-11.566623,8.151371
169,I,I,I,170,20,3,Verse 1: Will Smith,16,137,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9797,98,0.5568181818181818,-7.813894,23.41775
170,pledge,pledge,pledge,171,20,3,Verse 1: Will Smith,16,138,2,2,2,"[171, 317]","[('pledge', 'NN')]",N,POSITIVE,0.9867,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9867,111,0.6306818181818182,11.610911,-0.54221743
171,my,my,my,172,20,3,Verse 1: Will Smith,16,139,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9935,132,0.75,0.9631759,11.182162
172,life,life,life,173,20,3,Verse 1: Will Smith,16,140,4,4,4,"[145, 173, 499, 543]","[('life', 'NN')]",N,POSITIVE,0.9965,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9965,147,0.8352272727272727,12.101701,7.8676558
173,to,to,to,174,20,3,Verse 1: Will Smith,16,141,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9653,86,0.48863636363636365,-14.354075,-23.152187
174,you,you,you,175,20,3,Verse 1: Will Smith,16,142,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,I pledge my life to you, I pledge my life to you,POSITIVE,0.9929,0.9929,33,0.6346153846153846,0.9991,168,0.9545454545454546,7.791693,35.498512
175,Just,Just,just,176,21,4,Chorus,1,1,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8226,59,0.3352272727272727,-15.325465,7.382433
176,the,the,the,177,21,4,Chorus,1,2,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9636,84,0.4772727272727273,2.0939739,-14.708281
177,two,two,two,178,21,4,Chorus,1,3,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9899,119,0.6761363636363636,-35.515404,-9.987357
178,of,of,of,179,21,4,Chorus,1,4,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9193,67,0.3806818181818182,7.898117,-27.932215
179,"us,",us,us,180,21,4,Chorus,1,5,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.999,167,0.9488636363636364,20.3886,17.908615
180,we,we,we,181,21,4,Chorus,1,6,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909091,-3.9782934,27.95816
181,can,can,can,182,21,4,Chorus,1,7,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9985,163,0.9261363636363636,-6.4504113,-11.671713
182,make,make,make,183,21,4,Chorus,1,8,4,1,1,"[183, 403, 546, 611]","[('make', 'VB')]",V,POSITIVE,0.9996,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9996,173,0.9829545454545454,-1.5289756,-5.88489
183,it,it,it,184,21,4,Chorus,1,9,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9927,126,0.7159090909090909,-9.680383,16.020061
184,if,if,if,185,21,4,Chorus,1,10,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.739,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.739,52,0.29545454545454547,-13.500154,-5.219838
185,we,we,we,186,21,4,Chorus,1,11,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909091,-3.9782932,27.958162
186,try,try,try,187,21,4,Chorus,1,12,4,1,1,"[187, 293, 407, 615]","[('try', 'NN')]",N,NEGATIVE,0.7526,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,-0.7526,46,0.26136363636363635,2.443405,-1.8999431
187,Just,Just,just,188,22,4,Chorus,2,13,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.8226,59,0.3352272727272727,-15.465521,8.094022
188,the,the,the,189,22,4,Chorus,2,14,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9636,84,0.4772727272727273,1.8169031,-17.596767
189,two,two,two,190,22,4,Chorus,2,15,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9899,119,0.6761363636363636,-35.204967,-10.608521
190,of,of,of,191,22,4,Chorus,2,16,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9193,67,0.3806818181818182,6.7671394,-29.562738
191,"us,",us,us,192,22,4,Chorus,2,17,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.999,167,0.9488636363636364,20.156116,17.191805
192,(Just,Just,just,193,22,4,Chorus,2,18,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.8226,59,0.3352272727272727,-14.586495,7.994275
193,the,the,the,194,22,4,Chorus,2,19,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9636,84,0.4772727272727273,0.28970307,-16.123314
194,two,two,two,195,22,4,Chorus,2,20,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9899,119,0.6761363636363636,-35.87495,-11.406593
195,of,of,of,196,22,4,Chorus,2,21,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9193,67,0.3806818181818182,6.857601,-28.62408
196,us),us,us,197,22,4,Chorus,2,22,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.999,167,0.9488636363636364,20.558128,17.24986
197,Just,Just,just,198,23,4,Chorus,3,23,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.8226,59,0.3352272727272727,-16.513126,9.14597
198,the,the,the,199,23,4,Chorus,3,24,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9636,84,0.4772727272727273,2.489376,-17.183485
199,two,two,two,200,23,4,Chorus,3,25,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9899,119,0.6761363636363636,-36.281136,-11.483406
200,of,of,of,201,23,4,Chorus,3,26,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9193,67,0.3806818181818182,7.383491,-28.55131
201,"us,",us,us,202,23,4,Chorus,3,27,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.999,167,0.9488636363636364,20.856667,17.458122
202,building,building,building,203,23,4,Chorus,3,28,3,0,0,"[203, 423, 631]","[('building', 'NN')]",N,POSITIVE,0.9978,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9978,156,0.8863636363636364,15.507276,3.3006501
203,castles,castles,castles,204,23,4,Chorus,3,29,3,0,0,"[204, 424, 632]","[('castles', 'NNS')]",N,POSITIVE,0.9973,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9973,154,0.875,19.181063,-3.3498492
204,in,in,in,205,23,4,Chorus,3,30,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.979,97,0.5511363636363636,13.241699,-21.369598
205,the,the,the,206,23,4,Chorus,3,31,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9636,84,0.4772727272727273,1.2671218,-17.43128
206,sky,sky,sky,207,23,4,Chorus,3,32,3,0,0,"[207, 427, 635]","[('sky', 'NN')]",N,POSITIVE,0.9979,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9979,157,0.8920454545454546,13.568197,11.5966625
207,Just,Just,just,208,24,4,Chorus,4,33,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8226,59,0.3352272727272727,-14.674649,8.640121
208,the,the,the,209,24,4,Chorus,4,34,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9636,84,0.4772727272727273,1.3363153,-15.733676
209,two,two,two,210,24,4,Chorus,4,35,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9899,119,0.6761363636363636,-36.099483,-10.494637
210,of,of,of,211,24,4,Chorus,4,36,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9193,67,0.3806818181818182,7.9541273,-29.662546
211,"us,",us,us,212,24,4,Chorus,4,37,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.999,167,0.9488636363636364,21.111544,17.80033
212,you,you,you,213,24,4,Chorus,4,38,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9991,168,0.9545454545454546,6.312264,33.97679
213,and,and,and,214,24,4,Chorus,4,39,14,11,11,"[71, 151, 214, 236, 250, 337, 350, 365, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9708,92,0.5227272727272727,1.2181594,-34.379726
214,I,I,I,215,24,4,Chorus,4,40,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9797,98,0.5568181818181818,-8.497453,22.424004
215,Five,Five,five,216,25,5,Verse 2: Will Smith,1,1,1,1,1,[216],"[('five', 'CD')]",DET,POSITIVE,0.9966,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9966,148,0.8409090909090909,-35.35874,-8.489328
216,years,years,years,217,25,5,Verse 2: Will Smith,1,2,1,1,1,[217],"[('years', 'NNS')]",N,POSITIVE,0.9684,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9684,89,0.5056818181818182,8.562189,-2.1166716
217,"old,",old,old,218,25,5,Verse 2: Will Smith,1,3,1,1,1,[218],"[('old', 'JJ')]",ADJ,NEGATIVE,0.9993,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,-0.9993,4,0.022727272727272728,3.7081397,9.222977
218,bringin,bringin,bringin,219,25,5,Verse 2: Will Smith,1,4,1,1,1,[219],"[('bringin', 'NN')]",N,POSITIVE,0.9985,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9985,163,0.9261363636363636,-0.5917978,2.67067
219,comedy,comedy,comedy,220,25,5,Verse 2: Will Smith,1,5,1,1,1,[220],"[('comedy', 'NN')]",N,POSITIVE,0.9996,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9996,173,0.9829545454545454,13.294394,6.178148
220,Everytime,Everytime,everytime,221,26,5,Verse 2: Will Smith,2,6,1,1,1,[221],"[('everytime', 'NN')]",N,POSITIVE,0.9953,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9953,140,0.7954545454545454,-10.55461,3.7181058
221,I,I,I,222,26,5,Verse 2: Will Smith,2,7,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9797,98,0.5568181818181818,-9.461492,23.443914
222,look,look,look,223,26,5,Verse 2: Will Smith,2,8,1,1,1,[223],"[('look', 'NN')]",N,POSITIVE,0.9982,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9982,160,0.9090909090909091,-2.0400543,-0.86522526
223,at,at,at,224,26,5,Verse 2: Will Smith,2,9,1,1,1,[224],"[('at', 'IN')]",PREP,POSITIVE,0.9062,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9062,63,0.35795454545454547,4.6851053,-18.469278
224,you,you,you,225,26,5,Verse 2: Will Smith,2,10,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9991,168,0.9545454545454546,7.0427866,33.220345
225,I,I,I,226,26,5,Verse 2: Will Smith,2,11,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9797,98,0.5568181818181818,-8.937362,23.682793
226,think,think,think,227,26,5,Verse 2: Will Smith,2,12,2,2,2,"[113, 227]","[('think', 'NN')]",N,POSITIVE,0.9803,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9803,99,0.5625,-0.32075334,-3.6707048
227,"man,",man,man,228,26,5,Verse 2: Will Smith,2,13,3,3,3,"[65, 228, 333]","[('man', 'NN')]",N,POSITIVE,0.8134,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.8134,58,0.32954545454545453,0.73469716,7.663199
228,a,a,a,229,26,5,Verse 2: Will Smith,2,14,12,12,12,"[5, 82, 160, 229, 259, 261, 264, 296, 332, 437, 442, 646]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9873,115,0.6534090909090909,-8.565694,-18.199688
229,little,little,little,230,26,5,Verse 2: Will Smith,2,15,1,1,1,[230],"[('little', 'JJ')]",ADJ,NEGATIVE,0.9685,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,-0.9685,30,0.17045454545454544,5.2083406,10.558197
230,me,me,me,231,26,5,Verse 2: Will Smith,2,16,8,8,8,"[97, 158, 231, 234, 242, 303, 364, 470]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9947,137,0.7784090909090909,16.77619,15.366174
231,Just,Just,just,232,27,5,Verse 2: Will Smith,3,17,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.8226,59,0.3352272727272727,-14.5356245,8.591974
232,like,like,like,233,27,5,Verse 2: Will Smith,3,18,2,2,2,"[233, 525]","[('like', 'IN')]",PREP,POSITIVE,0.9911,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.9911,121,0.6875,-10.312293,-12.990918
233,"me,",me,me,234,27,5,Verse 2: Will Smith,3,19,8,8,8,"[97, 158, 231, 234, 242, 303, 364, 470]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.9947,137,0.7784090909090909,16.576475,15.32093
234,wait,wait,wait,235,27,5,Verse 2: Will Smith,3,20,1,1,1,[235],"[('wait', 'NN')]",N,NEGATIVE,0.9988,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,-0.9988,8,0.045454545454545456,-1.8964324,12.955305
235,an',an',and,236,27,5,Verse 2: Will Smith,3,21,14,11,11,"[71, 151, 214, 236, 250, 337, 350, 365, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.9708,92,0.5227272727272727,1.7289277,-34.128723
236,"see,",see,see,237,27,5,Verse 2: Will Smith,3,22,3,3,3,"[237, 309, 469]","[('see', 'VB')]",V,POSITIVE,0.9984,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.9984,162,0.9204545454545454,9.637838,-17.461838
237,gonna,gonna,gonna,238,27,5,Verse 2: Will Smith,3,23,4,4,4,"[238, 257, 516, 530]","[('gon', 'NN'), ('na', 'TO')]",MULT,POSITIVE,0.9932,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.9932,129,0.7329545454545454,-3.348635,-13.153614
238,be,be,be,239,27,5,Verse 2: Will Smith,3,24,10,10,10,"[64, 72, 159, 239, 258, 295, 301, 331, 441, 492]","[('be', 'VB')]",V,POSITIVE,0.962,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.962,83,0.4715909090909091,8.526817,-7.995496
239,tall,tall,tall,240,27,5,Verse 2: Will Smith,3,25,1,1,1,[240],"[('tall', 'NN')]",N,POSITIVE,0.9997,"Just like me, wait an' see, gonna be tall", just like me wait and see gonna be tall,POSITIVE,0.999,0.999,44,0.8461538461538461,0.9997,174,0.9886363636363636,6.63691,0.12683982
