,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y,positivity_bar_chart,song_name,artist_name
152,ice,ice,ice,153,23,4,Hook,4,14,42,42,42,"[6, 7, 9, 10, 17, 140, 141, 144, 145, 148, 149, 152, 153, 404, 405, 408, 409, 412, 413, 416, 417, 558, 559, 562, 563, 566, 567, 570, 571, 586, 587, 591, 592, 596, 597, 601, 602, 608, 609, 615, 616, 622]","[('ice', 'NN')]",N,POSITIVE,0.9661,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7313432835820896,0.9661,86,0.4648648648648649,-22.161093,-5.392261,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
153,baby,baby,baby,154,23,4,Hook,4,15,20,20,20,"[8, 11, 142, 146, 150, 154, 406, 410, 414, 418, 560, 564, 568, 572, 588, 593, 598, 603, 610, 617]","[('baby', 'NN')]",N,POSITIVE,0.9969,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7313432835820896,0.9969,156,0.8432432432432433,-7.718229,-11.190477,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
154,Vanilla,Vanilla,vanilla,155,23,4,Hook,4,16,13,13,13,"[143, 147, 151, 155, 303, 407, 411, 415, 419, 561, 565, 569, 573]","[('vanilla', 'NN')]",N,POSITIVE,0.9957,Ice ice baby Vanilla, ice ice baby vanilla,POSITIVE,0.9796,0.9796,49,0.7313432835820896,0.9957,147,0.7945945945945946,-9.704813,1.5876373,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
155,Now,Now,now,156,24,5,Verse 2,1,1,1,1,1,[156],"[('now', 'RB')]",ADV,POSITIVE,0.9831,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9831,103,0.5567567567567567,20.687399,-12.0851,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
156,that,that,that,157,24,5,Verse 2,1,2,4,4,4,"[79, 157, 440, 464]","[('that', 'IN')]",PREP,POSITIVE,0.9895,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9895,118,0.6378378378378379,24.076956,-2.1609592,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
157,the,the,the,158,24,5,Verse 2,1,3,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9636,83,0.4486486486486487,13.936045,3.669664,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
158,party,party,party,159,24,5,Verse 2,1,4,1,1,1,[159],"[('party', 'NN')]",N,POSITIVE,0.9979,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9979,165,0.8918918918918919,-14.064009,2.8658874,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
159,is,is,is,160,24,5,Verse 2,1,5,4,4,4,"[18, 101, 160, 474]","[('is', 'VBZ')]",V,POSITIVE,0.9275,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.9275,75,0.40540540540540543,13.935091,18.850016,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
160,jumping,jumping,jumping,161,24,5,Verse 2,1,6,1,1,1,[161],"[('jumping', 'NN')]",N,POSITIVE,0.998,Now that the party is jumping, now that the party is jumping,POSITIVE,0.9682,0.9682,48,0.7164179104477612,0.998,166,0.8972972972972973,-2.3660314,3.034036,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
161,With,With,with,162,25,5,Verse 2,2,7,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9826,102,0.5513513513513514,11.987332,10.099365,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
162,the,the,the,163,25,5,Verse 2,2,8,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9636,83,0.4486486486486487,12.063986,2.4910429,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
163,bass,bass,bass,164,25,5,Verse 2,2,9,2,2,2,"[164, 444]","[('bass', 'NN')]",N,NEGATIVE,0.5196,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,-0.5196,53,0.2864864864864865,-23.100853,2.69876,neg_word_pos_line,Ice Ice Baby,Vanilla Ice
164,kicked,kicked,kicked,165,25,5,Verse 2,2,10,1,1,1,[165],"[('kicked', 'VBN')]",V,NEGATIVE,0.9314,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,-0.9314,39,0.21081081081081082,-1.0277545,4.561289,neg_word_pos_line,Ice Ice Baby,Vanilla Ice
165,in,in,in,166,25,5,Verse 2,2,11,5,5,5,"[166, 222, 346, 432, 452]","[('in', 'IN')]",PREP,POSITIVE,0.979,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.979,95,0.5135135135135135,11.557568,13.768843,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
166,and,and,and,167,25,5,Verse 2,2,12,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9708,89,0.4810810810810811,27.57653,-9.447655,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
167,the,the,the,168,25,5,Verse 2,2,13,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9636,83,0.4486486486486487,12.555703,3.3122187,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
168,Vegas,Vegas,vegas,169,25,5,Verse 2,2,14,1,1,1,[169],"[('vegas', 'NN')]",N,POSITIVE,0.9989,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9989,175,0.9459459459459459,-19.37935,1.8316032,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
169,are,are,are,170,25,5,Verse 2,2,15,1,1,1,[170],"[('are', 'VBP')]",V,POSITIVE,0.9785,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9785,94,0.5081081081081081,13.883427,19.400682,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
170,pumping,pumping,pumping,171,25,5,Verse 2,2,16,1,1,1,[171],"[('pumping', 'VBG')]",V,POSITIVE,0.9947,With the bass kicked in and the Vegas are pumping, with the bass kicked in and the vegas are pumping,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9947,142,0.7675675675675676,-1.5058053,5.081773,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
171,Quick,Quick,quick,172,26,5,Verse 2,3,17,2,2,2,"[172, 193]","[('quick', 'NN')]",N,POSITIVE,0.9977,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9977,163,0.8810810810810811,-1.0187685,-3.0915236,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
172,to,to,to,173,26,5,Verse 2,3,18,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9653,85,0.4594594594594595,10.130429,28.910019,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
173,the,the,the,174,26,5,Verse 2,3,19,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9636,83,0.4486486486486487,14.8189,4.348771,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
174,point,point,point,175,26,5,Verse 2,3,20,2,2,2,"[175, 178]","[('point', 'NN')]",N,POSITIVE,0.9984,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9984,170,0.918918918918919,-16.48468,7.754194,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
175,to,to,to,176,26,5,Verse 2,3,21,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9653,85,0.4594594594594595,9.2159195,28.357038,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
176,the,the,the,177,26,5,Verse 2,3,22,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9636,83,0.4486486486486487,13.948492,2.800597,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
177,point,point,point,178,26,5,Verse 2,3,23,2,2,2,"[175, 178]","[('point', 'NN')]",N,POSITIVE,0.9984,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9984,170,0.918918918918919,-16.484564,7.7541776,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
178,no,no,no,179,26,5,Verse 2,3,24,2,2,2,"[179, 246]","[('no', 'DT')]",DET,NEGATIVE,0.9964,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,-0.9964,18,0.0972972972972973,2.513737,-12.622339,neg_word_neg_line,Ice Ice Baby,Vanilla Ice
179,faking,faking,faking,180,26,5,Verse 2,3,25,1,1,1,[180],"[('faking', 'VBG')]",V,POSITIVE,0.9992,Quick to the point to the point no faking, quick to the point to the point no faking,NEGATIVE,0.999,-0.999,4,0.05970149253731343,0.9992,178,0.9621621621621622,-16.755938,-4.743309,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
180,Cooking,Cooking,cooking,181,27,5,Verse 2,4,26,1,1,1,[181],"[('cooking', 'NN')]",N,POSITIVE,0.999,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.999,176,0.9513513513513514,-16.369137,-3.6380737,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
181,MCs,MCs,mcs,182,27,5,Verse 2,4,27,1,1,1,[182],"[('mcs', 'NN')]",N,POSITIVE,0.8871,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.8871,67,0.3621621621621622,-17.742815,2.3486779,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
182,like,like,like,183,27,5,Verse 2,4,28,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9911,124,0.6702702702702703,20.094454,-4.0682344,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
183,a,a,a,184,27,5,Verse 2,4,29,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9873,113,0.6108108108108108,18.306034,26.085196,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
184,pound,pound,pound,185,27,5,Verse 2,4,30,1,1,1,[185],"[('pound', 'NN')]",N,POSITIVE,0.9814,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9814,101,0.5459459459459459,-3.2810142,2.4469614,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
185,of,of,of,186,27,5,Verse 2,4,31,5,5,5,"[29, 186, 321, 477, 580]","[('of', 'IN')]",PREP,POSITIVE,0.9193,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.9193,74,0.4,18.474388,10.686716,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
186,bacon,bacon,bacon,187,27,5,Verse 2,4,32,1,1,1,[187],"[('bacon', 'NN')]",N,POSITIVE,0.8937,Cooking MCs like a pound of bacon, cooking mcs like a pound of bacon,NEGATIVE,0.897,-0.897,30,0.44776119402985076,0.8937,68,0.3675675675675676,-18.039927,-2.6262052,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
187,Burnin',Burnin',burnin',188,28,5,Verse 2,5,33,1,1,1,[188],"[('burnin', 'NN')]",N,NEGATIVE,0.9919,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,-0.9919,24,0.12972972972972974,-23.08374,-12.416207,neg_word_pos_line,Ice Ice Baby,Vanilla Ice
188,them,them,them,189,28,5,Verse 2,5,34,1,1,1,[189],"[('them', 'PRP')]",PRON,POSITIVE,0.9366,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9366,77,0.41621621621621624,-2.5691938,-13.8508215,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
189,if,if,if,190,28,5,Verse 2,5,35,5,5,5,"[122, 190, 386, 511, 540]","[('if', 'IN')]",PREP,POSITIVE,0.739,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.739,58,0.31351351351351353,11.271947,-2.4727564,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
190,you're,you're,you're,191,28,5,Verse 2,5,36,1,1,1,[191],"[('you', 'PRP'), (""'re"", 'VBP')]",MULT,POSITIVE,0.9998,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9998,184,0.9945945945945946,16.718092,-18.46188,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
191,not,not,not,192,28,5,Verse 2,5,37,1,1,1,[192],"[('not', 'RB')]",ADV,NEGATIVE,0.9906,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,-0.9906,25,0.13513513513513514,15.96496,-9.770068,neg_word_pos_line,Ice Ice Baby,Vanilla Ice
192,quick,quick,quick,193,28,5,Verse 2,5,38,2,2,2,"[172, 193]","[('quick', 'NN')]",N,POSITIVE,0.9977,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9977,163,0.8810810810810811,-1.0188082,-3.091599,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
193,and,and,and,194,28,5,Verse 2,5,39,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9708,89,0.4810810810810811,27.514652,-10.03735,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
194,nimble,nimble,nimble,195,28,5,Verse 2,5,40,1,1,1,[195],"[('nimble', 'JJ')]",ADJ,POSITIVE,0.9956,Burnin' them if you're not quick and nimble, burnin' them if you're not quick and nimble,POSITIVE,0.9515,0.9515,46,0.6865671641791045,0.9956,146,0.7891891891891892,-25.528189,0.47568336,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
195,I,I,I,196,29,5,Verse 2,6,41,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9797,98,0.5297297297297298,22.931826,4.1007395,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
196,go,go,go,197,29,5,Verse 2,6,42,2,2,2,"[197, 219]","[('go', 'VB')]",V,POSITIVE,0.9994,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9994,180,0.972972972972973,1.1273807,10.501255,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
197,crazy,crazy,crazy,198,29,5,Verse 2,6,43,1,1,1,[198],"[('crazy', 'NN')]",N,NEGATIVE,0.965,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,-0.965,35,0.1891891891891892,-3.8079855,-0.29032877,neg_word_neg_line,Ice Ice Baby,Vanilla Ice
198,when,when,when,199,29,5,Verse 2,6,44,3,3,3,"[90, 199, 525]","[('when', 'WRB')]",OTH,POSITIVE,0.9288,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9288,76,0.41081081081081083,14.34161,-3.4695609,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
199,I,I,I,200,29,5,Verse 2,6,45,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9797,98,0.5297297297297298,23.009506,3.5328069,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
200,hear,hear,hear,201,29,5,Verse 2,6,46,1,1,1,[201],"[('hear', 'NN')]",N,POSITIVE,0.9987,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9987,173,0.9351351351351351,3.5112202,14.922197,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
201,a,a,a,202,29,5,Verse 2,6,47,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9873,113,0.6108108108108108,17.965563,25.204721,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
202,cymbal,cymbal,cymbal,203,29,5,Verse 2,6,48,1,1,1,[203],"[('cymbal', 'NN')]",N,POSITIVE,0.9669,I go crazy when I hear a cymbal, I go crazy when I hear a cymbal,NEGATIVE,0.7135,-0.7135,33,0.4925373134328358,0.9669,87,0.4702702702702703,-22.248295,3.4389627,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
203,And,And,and,204,30,5,Verse 2,7,49,14,14,14,"[15, 37, 51, 68, 121, 167, 194, 204, 262, 302, 449, 468, 471, 484]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9708,89,0.4810810810810811,26.343512,-9.694233,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
204,a,a,a,205,30,5,Verse 2,7,50,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9873,113,0.6108108108108108,19.634445,24.394821,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
205,hi-hat,hi-hat,hi-hat,206,30,5,Verse 2,7,51,1,1,1,[206],"[('hi-hat', 'NN')]",N,POSITIVE,0.9781,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9781,93,0.5027027027027027,-15.320369,-10.0290985,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
206,with,with,with,207,30,5,Verse 2,7,52,7,7,7,"[20, 162, 207, 225, 299, 304, 489]","[('with', 'IN')]",PREP,POSITIVE,0.9826,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9826,102,0.5513513513513514,12.128747,10.095372,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
207,a,a,a,208,30,5,Verse 2,7,53,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9873,113,0.6108108108108108,16.914434,25.347366,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
208,souped,souped,souped,209,30,5,Verse 2,7,54,1,1,1,[209],"[('souped', 'VBD')]",V,NEGATIVE,0.9994,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,-0.9994,3,0.016216216216216217,-4.8039455,-3.4591346,neg_word_neg_line,Ice Ice Baby,Vanilla Ice
209,up,up,up,210,30,5,Verse 2,7,55,3,3,3,"[65, 210, 380]","[('up', 'RB')]",ADV,POSITIVE,0.9992,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9992,178,0.9621621621621622,1.7513146,-4.857092,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
210,tempo,tempo,tempo,211,30,5,Verse 2,7,56,1,1,1,[211],"[('tempo', 'NN')]",N,POSITIVE,0.9988,And a hi-hat with a souped up tempo, and a hi-hat with a souped up tempo,NEGATIVE,0.6457,-0.6457,34,0.5074626865671642,0.9988,174,0.9405405405405406,-7.447993,4.5502887,pos_word_neg_line,Ice Ice Baby,Vanilla Ice
211,I'm,I'm,I'm,212,31,5,Verse 2,8,57,6,6,6,"[81, 212, 263, 294, 359, 423]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9981,167,0.9027027027027027,16.367212,-19.43707,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
212,on,on,on,213,31,5,Verse 2,8,58,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.987,112,0.6054054054054054,14.779102,12.061081,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
213,a,a,a,214,31,5,Verse 2,8,59,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9873,113,0.6108108108108108,17.310593,24.662441,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
214,"roll,",roll,roll,215,31,5,Verse 2,8,60,1,1,1,[215],"[('roll', 'NN')]",N,POSITIVE,0.9986,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9986,172,0.9297297297297298,-0.42359033,6.218122,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
215,it's,it's,it's,216,31,5,Verse 2,8,61,2,2,2,"[216, 526]","[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9988,174,0.9405405405405406,15.160986,-17.609428,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
216,time,time,time,217,31,5,Verse 2,8,62,2,2,2,"[217, 527]","[('time', 'NN')]",N,POSITIVE,0.9581,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9581,80,0.43243243243243246,-21.336,-0.7879041,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
217,to,to,to,218,31,5,Verse 2,8,63,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9653,85,0.4594594594594595,9.259699,29.48468,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
218,go,go,go,219,31,5,Verse 2,8,64,2,2,2,"[197, 219]","[('go', 'VB')]",V,POSITIVE,0.9994,"I'm on a roll, it's time to go solo", I'm on a roll it's time to go solo,POSITIVE,0.9979,0.9979,59,0.8805970149253731,0.9994,180,0.972972972972973,1.1274823,10.501716,pos_word_pos_line,Ice Ice Baby,Vanilla Ice
