,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y,positivity_bar_chart,song_name,artist_name
70,some,some,some,71,14,4,Chorus: David Bowie & Freddie Mercury,2,12,2,2,2,"[71, 162]","[('some', 'DT')]",DET,POSITIVE,0.9431,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,0.9431,44,0.41509433962264153,-5.4367456,11.812195,pos_word_neg_line,Under Pressure,Queen & David Bowie
71,good,good,good,72,14,4,Chorus: David Bowie & Freddie Mercury,2,13,2,2,2,"[72, 163]","[('good', 'JJ')]",ADJ,POSITIVE,0.9998,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,0.9998,105,0.9905660377358491,-12.400068,8.308254,pos_word_neg_line,Under Pressure,Queen & David Bowie
72,friends,friends,friends,73,14,4,Chorus: David Bowie & Freddie Mercury,2,14,2,2,2,"[73, 164]","[('friends', 'NNS')]",N,POSITIVE,0.9998,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,0.9998,105,0.9905660377358491,-9.943077,-5.0391994,pos_word_neg_line,Under Pressure,Queen & David Bowie
73,"screaming,",screaming,screaming,74,14,4,Chorus: David Bowie & Freddie Mercury,2,15,2,2,2,"[74, 165]","[('screaming', 'VBG')]",V,NEGATIVE,0.9994,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,-0.9994,3,0.02830188679245283,-12.034458,0.14750092,neg_word_neg_line,Under Pressure,Queen & David Bowie
74,"""Let","""Let","""let",75,14,4,Chorus: David Bowie & Freddie Mercury,2,16,1,1,1,[75],"[('let', 'VB')]",V,NEGATIVE,0.9455,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,-0.9455,17,0.16037735849056603,2.8710415,12.746328,neg_word_neg_line,Under Pressure,Queen & David Bowie
75,me,me,me,76,14,4,Chorus: David Bowie & Freddie Mercury,2,17,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,0.9947,82,0.7735849056603774,-6.534967,-7.099685,pos_word_neg_line,Under Pressure,Queen & David Bowie
76,"out!""","out!""","out!""",77,14,4,Chorus: David Bowie & Freddie Mercury,2,18,1,1,1,[77],"[('out', 'IN')]",PREP,NEGATIVE,0.7627,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,-0.7627,27,0.25471698113207547,15.967086,6.7453156,neg_word_neg_line,Under Pressure,Queen & David Bowie
77,Pray,Pray,pray,78,15,4,Chorus: David Bowie & Freddie Mercury,3,19,2,2,2,"[78, 169]","[('pray', 'NN')]",N,NEGATIVE,0.9303,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,34,0.7906976744186046,-0.9303,18,0.16981132075471697,1.9583709,-6.569471,neg_word_pos_line,Under Pressure,Queen & David Bowie
78,tomorrow,tomorrow,tomorrow,79,15,4,Chorus: David Bowie & Freddie Mercury,3,20,2,2,2,"[79, 170]","[('tomorrow', 'NN')]",N,POSITIVE,0.9987,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,34,0.7906976744186046,0.9987,95,0.8962264150943396,-19.931665,1.4918298,pos_word_pos_line,Under Pressure,Queen & David Bowie
79,gets,gets,gets,80,15,4,Chorus: David Bowie & Freddie Mercury,3,21,2,2,2,"[80, 171]","[('gets', 'VBZ')]",V,POSITIVE,0.9993,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,34,0.7906976744186046,0.9993,101,0.9528301886792453,6.4893456,5.554847,pos_word_pos_line,Under Pressure,Queen & David Bowie
80,me,me,me,81,15,4,Chorus: David Bowie & Freddie Mercury,3,22,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,34,0.7906976744186046,0.9947,82,0.7735849056603774,-6.2413316,-6.9436936,pos_word_pos_line,Under Pressure,Queen & David Bowie
81,higher,higher,higher,82,15,4,Chorus: David Bowie & Freddie Mercury,3,23,2,2,2,"[82, 173]","[('higher', 'JJR')]",ADJ,POSITIVE,0.9996,Pray tomorrow gets me higher, pray tomorrow gets me higher,POSITIVE,0.9828,0.9828,34,0.7906976744186046,0.9996,103,0.9716981132075472,-6.2968507,16.460554,pos_word_pos_line,Under Pressure,Queen & David Bowie
82,Pressure,Pressure,pressure,83,16,4,Chorus: David Bowie & Freddie Mercury,4,24,9,9,9,"[15, 29, 83, 175, 220, 313, 315, 317, 318]","[('pressure', 'NN')]",N,NEGATIVE,0.9933,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11627906976744186,-0.9933,9,0.08490566037735849,-10.067427,4.0962195,neg_word_neg_line,Under Pressure,Queen & David Bowie
83,on,on,on,84,16,4,Chorus: David Bowie & Freddie Mercury,4,25,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11627906976744186,0.987,66,0.6226415094339622,7.2230926,13.298279,pos_word_neg_line,Under Pressure,Queen & David Bowie
84,"people,",people,people,85,16,4,Chorus: David Bowie & Freddie Mercury,4,26,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11627906976744186,0.9852,65,0.6132075471698113,-12.624115,-4.3891034,pos_word_neg_line,Under Pressure,Queen & David Bowie
85,people,people,people,86,16,4,Chorus: David Bowie & Freddie Mercury,4,27,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11627906976744186,0.9852,65,0.6132075471698113,-13.370889,-5.717722,pos_word_neg_line,Under Pressure,Queen & David Bowie
86,on,on,on,87,16,4,Chorus: David Bowie & Freddie Mercury,4,28,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11627906976744186,0.987,66,0.6226415094339622,7.631837,12.922475,pos_word_neg_line,Under Pressure,Queen & David Bowie
87,streets,streets,streets,88,16,4,Chorus: David Bowie & Freddie Mercury,4,29,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11627906976744186,0.9827,63,0.5943396226415094,-16.50649,-0.5054709,pos_word_neg_line,Under Pressure,Queen & David Bowie
88,Day,Day,day,89,17,5,Verse 2: David Bowie & Freddie Mercury,1,1,4,4,4,"[53, 56, 89, 90]","[('day', 'NN')]",N,POSITIVE,0.9957,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,26,0.6046511627906976,0.9957,85,0.8018867924528302,-20.2139,-3.1601152,pos_word_pos_line,Under Pressure,Queen & David Bowie
89,day,day,day,90,17,5,Verse 2: David Bowie & Freddie Mercury,1,2,4,4,4,"[53, 56, 89, 90]","[('day', 'NN')]",N,POSITIVE,0.9957,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,26,0.6046511627906976,0.9957,85,0.8018867924528302,-20.09047,-3.135046,pos_word_pos_line,Under Pressure,Queen & David Bowie
90,de,de,de,91,17,5,Verse 2: David Bowie & Freddie Mercury,1,3,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,26,0.6046511627906976,0.73,32,0.3018867924528302,13.359544,17.175621,pos_word_pos_line,Under Pressure,Queen & David Bowie
91,mm,mm,mm,92,17,5,Verse 2: David Bowie & Freddie Mercury,1,4,1,1,1,[92],"[('mm', 'NN')]",N,POSITIVE,0.9955,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,26,0.6046511627906976,0.9955,84,0.7924528301886793,6.72341,6.98343,pos_word_pos_line,Under Pressure,Queen & David Bowie
92,hm,hm,hm,93,17,5,Verse 2: David Bowie & Freddie Mercury,1,5,1,1,1,[93],"[('hm', 'NN')]",N,NEGATIVE,0.8658,Day day de mm hm, day day de mm hm,POSITIVE,0.6465,0.6465,26,0.6046511627906976,-0.8658,23,0.2169811320754717,7.84189,-2.390911,neg_word_pos_line,Under Pressure,Queen & David Bowie
93,Da,Da,da,94,18,5,Verse 2: David Bowie & Freddie Mercury,2,6,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,13,0.3023255813953488,-0.8507,25,0.2358490566037736,12.1161585,1.3860835,neg_word_neg_line,Under Pressure,Queen & David Bowie
94,da,da,da,95,18,5,Verse 2: David Bowie & Freddie Mercury,2,7,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,13,0.3023255813953488,-0.8507,25,0.2358490566037736,12.35084,2.4178865,neg_word_neg_line,Under Pressure,Queen & David Bowie
95,da,da,da,96,18,5,Verse 2: David Bowie & Freddie Mercury,2,8,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,13,0.3023255813953488,-0.8507,25,0.2358490566037736,12.727633,1.6658633,neg_word_neg_line,Under Pressure,Queen & David Bowie
96,ba,ba,ba,97,18,5,Verse 2: David Bowie & Freddie Mercury,2,9,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,13,0.3023255813953488,0.9783,57,0.5377358490566038,8.753999,1.3452475,pos_word_neg_line,Under Pressure,Queen & David Bowie
97,ba,ba,ba,98,18,5,Verse 2: David Bowie & Freddie Mercury,2,10,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Da da da ba ba, da da da ba ba,NEGATIVE,0.9854,-0.9854,13,0.3023255813953488,0.9783,57,0.5377358490566038,7.524046,2.420208,pos_word_neg_line,Under Pressure,Queen & David Bowie
98,Okay,Okay,okay,99,19,5,Verse 2: David Bowie & Freddie Mercury,3,11,2,2,2,"[59, 99]","[('okay', 'NN')]",N,POSITIVE,0.9998,Okay, okay,POSITIVE,0.9998,0.9998,43,1.0,0.9998,105,0.9905660377358491,-9.821374,9.542836,pos_word_pos_line,Under Pressure,Queen & David Bowie
99,Chipping,Chipping,chipping,100,20,5,Verse 2: David Bowie & Freddie Mercury,4,12,1,1,1,[100],"[('chipping', 'VBG')]",V,NEGATIVE,0.7858,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,-0.7858,26,0.24528301886792453,-10.910762,1.4301504,neg_word_neg_line,Under Pressure,Queen & David Bowie
100,"around,",around,around,101,20,5,Verse 2: David Bowie & Freddie Mercury,4,13,2,2,2,"[101, 105]","[('around', 'IN')]",PREP,POSITIVE,0.9741,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.9741,55,0.5188679245283019,0.026564643,11.046579,pos_word_neg_line,Under Pressure,Queen & David Bowie
101,kick,kick,kick,102,20,5,Verse 2: David Bowie & Freddie Mercury,4,14,1,1,1,[102],"[('kick', 'NN')]",N,POSITIVE,0.978,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.978,56,0.5283018867924528,4.796239,-6.126545,pos_word_neg_line,Under Pressure,Queen & David Bowie
102,my,my,my,103,20,5,Verse 2: David Bowie & Freddie Mercury,4,15,1,1,1,[103],"[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.9935,78,0.7358490566037735,3.7911713,-0.23060402,pos_word_neg_line,Under Pressure,Queen & David Bowie
103,brains,brains,brains,104,20,5,Verse 2: David Bowie & Freddie Mercury,4,16,1,1,1,[104],"[('brains', 'NNS')]",N,POSITIVE,0.9988,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.9988,96,0.9056603773584906,-8.060967,0.23291735,pos_word_neg_line,Under Pressure,Queen & David Bowie
104,around,around,around,105,20,5,Verse 2: David Bowie & Freddie Mercury,4,17,2,2,2,"[101, 105]","[('around', 'IN')]",PREP,POSITIVE,0.9741,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.9741,55,0.5188679245283019,0.02625944,11.046436,pos_word_neg_line,Under Pressure,Queen & David Bowie
105,the,the,the,106,20,5,Verse 2: David Bowie & Freddie Mercury,4,18,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.9636,49,0.46226415094339623,2.8934278,6.61357,pos_word_neg_line,Under Pressure,Queen & David Bowie
106,floor,floor,floor,107,20,5,Verse 2: David Bowie & Freddie Mercury,4,19,1,1,1,[107],"[('floor', 'NN')]",N,POSITIVE,0.908,"Chipping around, kick my brains around the floor", chipping around kick my brains around the floor,NEGATIVE,0.9932,-0.9932,9,0.20930232558139536,0.908,37,0.3490566037735849,-14.483708,-1.6889201,pos_word_neg_line,Under Pressure,Queen & David Bowie
107,These,These,these,108,21,5,Verse 2: David Bowie & Freddie Mercury,5,20,1,1,1,[108],"[('these', 'DT')]",DET,POSITIVE,0.954,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.954,47,0.44339622641509435,-5.958217,8.475276,pos_word_pos_line,Under Pressure,Queen & David Bowie
108,are,are,are,109,21,5,Verse 2: David Bowie & Freddie Mercury,5,21,1,1,1,[109],"[('are', 'VBP')]",V,POSITIVE,0.9785,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.9785,58,0.5471698113207547,10.185228,5.7549443,pos_word_pos_line,Under Pressure,Queen & David Bowie
109,the,the,the,110,21,5,Verse 2: David Bowie & Freddie Mercury,5,22,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.9636,49,0.46226415094339623,2.6193721,7.3851614,pos_word_pos_line,Under Pressure,Queen & David Bowie
110,days,days,days,111,21,5,Verse 2: David Bowie & Freddie Mercury,5,23,1,1,1,[111],"[('days', 'NNS')]",N,POSITIVE,0.9492,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.9492,45,0.42452830188679247,-20.347643,-2.0054128,pos_word_pos_line,Under Pressure,Queen & David Bowie
111,it,it,it,112,21,5,Verse 2: David Bowie & Freddie Mercury,5,24,4,4,4,"[112, 116, 184, 195]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.9927,75,0.7075471698113207,-2.4237545,6.3278174,pos_word_pos_line,Under Pressure,Queen & David Bowie
112,never,never,never,113,21,5,Verse 2: David Bowie & Freddie Mercury,5,25,1,1,1,[113],"[('never', 'RB')]",ADV,NEGATIVE,0.9905,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,-0.9905,11,0.10377358490566038,-3.1751392,3.805668,neg_word_pos_line,Under Pressure,Queen & David Bowie
113,rains,rains,rains,114,21,5,Verse 2: David Bowie & Freddie Mercury,5,26,1,1,1,[114],"[('rains', 'NNS')]",N,POSITIVE,0.6102,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.6102,30,0.2830188679245283,-9.867977,-1.6426011,pos_word_pos_line,Under Pressure,Queen & David Bowie
114,but,but,but,115,21,5,Verse 2: David Bowie & Freddie Mercury,5,27,3,3,3,"[115, 194, 203]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,-0.9101,21,0.19811320754716982,-11.131707,12.758017,neg_word_pos_line,Under Pressure,Queen & David Bowie
115,it,it,it,116,21,5,Verse 2: David Bowie & Freddie Mercury,5,28,4,4,4,"[112, 116, 184, 195]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.9927,75,0.7075471698113207,-2.4162092,6.2947354,pos_word_pos_line,Under Pressure,Queen & David Bowie
116,pours,pours,pours,117,21,5,Verse 2: David Bowie & Freddie Mercury,5,29,1,1,1,[117],"[('pours', 'NNS')]",N,POSITIVE,0.9991,These are the days it never rains but it pours, these are the days it never rains but it pours,POSITIVE,0.9955,0.9955,38,0.8837209302325582,0.9991,99,0.9339622641509434,-11.4712105,-13.509938,pos_word_pos_line,Under Pressure,Queen & David Bowie
117,Ee,Ee,ee,118,22,5,Verse 2: David Bowie & Freddie Mercury,6,30,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,21,0.4883720930232558,0.9092,38,0.3584905660377358,13.7550335,-3.3850725,pos_word_neg_line,Under Pressure,Queen & David Bowie
118,do,do,do,119,22,5,Verse 2: David Bowie & Freddie Mercury,6,31,1,1,1,[119],"[('do', 'VB')]",V,POSITIVE,0.9963,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,21,0.4883720930232558,0.9963,86,0.8113207547169812,10.4905,4.809988,pos_word_neg_line,Under Pressure,Queen & David Bowie
119,ba,ba,ba,120,22,5,Verse 2: David Bowie & Freddie Mercury,6,32,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,21,0.4883720930232558,0.9783,57,0.5377358490566038,7.8688083,1.8221012,pos_word_neg_line,Under Pressure,Queen & David Bowie
120,be,be,be,121,22,5,Verse 2: David Bowie & Freddie Mercury,6,33,5,5,5,"[8, 47, 51, 121, 130]","[('be', 'VB')]",V,POSITIVE,0.962,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,21,0.4883720930232558,0.962,48,0.4528301886792453,9.9737215,-7.8792944,pos_word_neg_line,Under Pressure,Queen & David Bowie
121,Ee,Ee,ee,122,23,5,Verse 2: David Bowie & Freddie Mercury,7,34,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,15,0.3488372093023256,0.9092,38,0.3584905660377358,13.492231,-3.1415823,pos_word_neg_line,Under Pressure,Queen & David Bowie
122,da,da,da,123,23,5,Verse 2: David Bowie & Freddie Mercury,7,35,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,15,0.3488372093023256,-0.8507,25,0.2358490566037736,13.025519,2.036396,neg_word_neg_line,Under Pressure,Queen & David Bowie
123,ba,ba,ba,124,23,5,Verse 2: David Bowie & Freddie Mercury,7,36,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,15,0.3488372093023256,0.9783,57,0.5377358490566038,8.166934,2.385187,pos_word_neg_line,Under Pressure,Queen & David Bowie
124,ba,ba,ba,125,23,5,Verse 2: David Bowie & Freddie Mercury,7,37,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,15,0.3488372093023256,0.9783,57,0.5377358490566038,8.10909,1.2615726,pos_word_neg_line,Under Pressure,Queen & David Bowie
125,ba,ba,ba,126,23,5,Verse 2: David Bowie & Freddie Mercury,7,38,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,15,0.3488372093023256,0.9783,57,0.5377358490566038,7.359726,0.6491442,pos_word_neg_line,Under Pressure,Queen & David Bowie
126,Um,Um,um,127,24,5,Verse 2: David Bowie & Freddie Mercury,8,39,3,3,3,"[44, 48, 127]","[('um', 'NN')]",N,NEGATIVE,0.9149,Um bo bo, um bo bo,POSITIVE,0.6602,0.6602,27,0.627906976744186,-0.9149,20,0.18867924528301888,10.483381,-2.4920406,neg_word_pos_line,Under Pressure,Queen & David Bowie
127,bo,bo,bo,128,24,5,Verse 2: David Bowie & Freddie Mercury,8,40,2,2,2,"[128, 129]","[('bo', 'NN')]",N,POSITIVE,0.9894,Um bo bo, um bo bo,POSITIVE,0.6602,0.6602,27,0.627906976744186,0.9894,69,0.6509433962264151,3.4447253,2.6024678,pos_word_pos_line,Under Pressure,Queen & David Bowie
128,bo,bo,bo,129,24,5,Verse 2: David Bowie & Freddie Mercury,8,41,2,2,2,"[128, 129]","[('bo', 'NN')]",N,POSITIVE,0.9894,Um bo bo, um bo bo,POSITIVE,0.6602,0.6602,27,0.627906976744186,0.9894,69,0.6509433962264151,3.4447284,2.6025236,pos_word_pos_line,Under Pressure,Queen & David Bowie
129,Be,Be,be,130,25,5,Verse 2: David Bowie & Freddie Mercury,9,42,5,5,5,"[8, 47, 51, 121, 130]","[('be', 'VB')]",V,POSITIVE,0.962,Be lap, be lap,POSITIVE,0.9604,0.9604,33,0.7674418604651163,0.962,48,0.4528301886792453,10.020539,-8.439909,pos_word_pos_line,Under Pressure,Queen & David Bowie
130,lap,lap,lap,131,25,5,Verse 2: David Bowie & Freddie Mercury,9,43,1,1,1,[131],"[('lap', 'NN')]",N,POSITIVE,0.9929,Be lap, be lap,POSITIVE,0.9604,0.9604,33,0.7674418604651163,0.9929,76,0.7169811320754716,-11.370525,-7.8141513,pos_word_pos_line,Under Pressure,Queen & David Bowie
131,People,People,people,132,26,5,Verse 2: David Bowie & Freddie Mercury,10,44,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,People on streets, people on streets,POSITIVE,0.9418,0.9418,31,0.7209302325581395,0.9852,65,0.6132075471698113,-13.143645,-5.014039,pos_word_pos_line,Under Pressure,Queen & David Bowie
132,on,on,on,133,26,5,Verse 2: David Bowie & Freddie Mercury,10,45,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,People on streets, people on streets,POSITIVE,0.9418,0.9418,31,0.7209302325581395,0.987,66,0.6226415094339622,8.98483,13.188094,pos_word_pos_line,Under Pressure,Queen & David Bowie
133,streets,streets,streets,134,26,5,Verse 2: David Bowie & Freddie Mercury,10,46,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,People on streets, people on streets,POSITIVE,0.9418,0.9418,31,0.7209302325581395,0.9827,63,0.5943396226415094,-15.657778,-0.04207784,pos_word_pos_line,Under Pressure,Queen & David Bowie
134,Ee,Ee,ee,135,27,5,Verse 2: David Bowie & Freddie Mercury,11,47,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,18,0.4186046511627907,0.9092,38,0.3584905660377358,13.316012,-3.6633089,pos_word_neg_line,Under Pressure,Queen & David Bowie
135,da,da,da,136,27,5,Verse 2: David Bowie & Freddie Mercury,11,48,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,18,0.4186046511627907,-0.8507,25,0.2358490566037736,12.844611,2.6897442,neg_word_neg_line,Under Pressure,Queen & David Bowie
136,de,de,de,137,27,5,Verse 2: David Bowie & Freddie Mercury,11,49,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,18,0.4186046511627907,0.73,32,0.3018867924528302,13.5654,18.18621,pos_word_neg_line,Under Pressure,Queen & David Bowie
137,da,da,da,138,27,5,Verse 2: David Bowie & Freddie Mercury,11,50,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,18,0.4186046511627907,-0.8507,25,0.2358490566037736,13.718339,1.9246296,neg_word_neg_line,Under Pressure,Queen & David Bowie
138,de,de,de,139,27,5,Verse 2: David Bowie & Freddie Mercury,11,51,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,18,0.4186046511627907,0.73,32,0.3018867924528302,12.6817045,17.614662,pos_word_neg_line,Under Pressure,Queen & David Bowie
