,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
79,I,I,I,80,15,2,Verse 1: Kanye West,13,64,5,5,5,"[80, 342, 454, 514, 529]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,0.9797,83,0.5724137931034483,0.04739659,10.453639
80,grew,grew,grew,81,15,2,Verse 1: Kanye West,13,65,1,1,1,[81],"[('grew', 'VBD')]",V,POSITIVE,0.9989,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,0.9989,135,0.9310344827586207,-4.5030804,3.431212
81,up,up,up,82,15,2,Verse 1: Kanye West,13,66,3,3,3,"[16, 30, 82]","[('up', 'RB')]",ADV,POSITIVE,0.9992,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,0.9992,138,0.9517241379310345,29.1768,14.946251
82,in,in,in,83,15,2,Verse 1: Kanye West,13,67,19,19,19,"[69, 83, 94, 149, 155, 201, 207, 213, 220, 230, 235, 285, 354, 362, 394, 400, 509, 520, 566]","[('in', 'IN')]",PREP,POSITIVE,0.979,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,0.979,82,0.5655172413793104,-17.945213,20.620472
83,the,the,the,84,15,2,Verse 1: Kanye West,13,68,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,0.9636,69,0.47586206896551725,-6.5323877,11.30063
84,mud,mud,mud,85,15,2,Verse 1: Kanye West,13,69,1,1,1,[85],"[('mud', 'NN')]",N,NEGATIVE,0.9997,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,-0.9997,1,0.006896551724137931,-9.86225,-11.020745
85,(Huh),Huh,huh,86,15,2,Verse 1: Kanye West,13,70,13,13,13,"[66, 86, 102, 152, 168, 183, 198, 309, 386, 403, 419, 481, 549]","[('huh', 'NN')]",N,NEGATIVE,0.8706,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,-0.8706,33,0.22758620689655173,18.707338,-1.1252319
86,The,The,the,87,16,2,Verse 1: Kanye West,14,71,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,The top is not enough, the top is not enough,NEGATIVE,0.9988,-0.9988,3,0.0375,0.9636,69,0.47586206896551725,-5.5217156,11.861451
87,top,top,top,88,16,2,Verse 1: Kanye West,14,72,1,1,1,[88],"[('top', 'NN')]",N,POSITIVE,0.9997,The top is not enough, the top is not enough,NEGATIVE,0.9988,-0.9988,3,0.0375,0.9997,143,0.9862068965517241,-13.018168,-4.9808526
88,is,is,is,89,16,2,Verse 1: Kanye West,14,73,3,3,3,"[89, 98, 103]","[('is', 'VBZ')]",V,POSITIVE,0.9275,The top is not enough, the top is not enough,NEGATIVE,0.9988,-0.9988,3,0.0375,0.9275,59,0.4068965517241379,-3.2247121,14.881689
89,not,not,not,90,16,2,Verse 1: Kanye West,14,74,3,3,3,"[90, 340, 344]","[('not', 'RB')]",ADV,NEGATIVE,0.9906,The top is not enough, the top is not enough,NEGATIVE,0.9988,-0.9988,3,0.0375,-0.9906,19,0.1310344827586207,6.616872,3.3885279
90,enough,enough,enough,91,16,2,Verse 1: Kanye West,14,75,1,1,1,[91],"[('enough', 'RB')]",ADV,POSITIVE,0.7941,The top is not enough, the top is not enough,NEGATIVE,0.9988,-0.9988,3,0.0375,0.7941,46,0.31724137931034485,4.3984976,-0.39245003
91,Wash,Wash,wash,92,17,2,Verse 1: Kanye West,15,76,13,13,13,"[67, 92, 147, 153, 199, 205, 211, 228, 233, 283, 392, 398, 564]","[('wash', 'NN')]",N,NEGATIVE,0.9984,Wash us in the blood (Ah), wash us in the blood ah,NEGATIVE,0.923,-0.923,48,0.6,-0.9984,8,0.05517241379310345,-1.8518995,-8.35172
92,us,us,us,93,17,2,Verse 1: Kanye West,15,77,20,20,20,"[62, 68, 93, 145, 148, 154, 177, 192, 200, 206, 212, 229, 234, 284, 385, 390, 393, 399, 548, 565]","[('us', 'PRP')]",PRON,POSITIVE,0.999,Wash us in the blood (Ah), wash us in the blood ah,NEGATIVE,0.923,-0.923,48,0.6,0.999,136,0.9379310344827586,-26.750662,1.3571645
93,in,in,in,94,17,2,Verse 1: Kanye West,15,78,19,19,19,"[69, 83, 94, 149, 155, 201, 207, 213, 220, 230, 235, 285, 354, 362, 394, 400, 509, 520, 566]","[('in', 'IN')]",PREP,POSITIVE,0.979,Wash us in the blood (Ah), wash us in the blood ah,NEGATIVE,0.923,-0.923,48,0.6,0.979,82,0.5655172413793104,-16.546669,20.344553
94,the,the,the,95,17,2,Verse 1: Kanye West,15,79,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Wash us in the blood (Ah), wash us in the blood ah,NEGATIVE,0.923,-0.923,48,0.6,0.9636,69,0.47586206896551725,-6.0780845,10.859581
95,blood,blood,blood,96,17,2,Verse 1: Kanye West,15,80,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,Wash us in the blood (Ah), wash us in the blood ah,NEGATIVE,0.923,-0.923,48,0.6,-0.9781,22,0.15172413793103448,-15.386615,-22.072258
96,(Ah),Ah,ah,97,17,2,Verse 1: Kanye West,15,81,14,14,14,"[60, 78, 97, 146, 178, 193, 210, 303, 337, 381, 523, 544, 559, 574]","[('ah', 'NN')]",N,POSITIVE,0.8809,Wash us in the blood (Ah), wash us in the blood ah,NEGATIVE,0.923,-0.923,48,0.6,0.8809,50,0.3448275862068966,21.423672,-4.0314393
97,Is,Is,is,98,18,3,Bridge,1,1,3,3,3,"[89, 98, 103]","[('is', 'VBZ')]",V,POSITIVE,0.9275,Is there anybody here? Huh, is there anybody here huh,NEGATIVE,0.9878,-0.9878,25,0.3125,0.9275,59,0.4068965517241379,-3.2244568,14.881253
98,there,there,there,99,18,3,Bridge,1,2,2,2,2,"[99, 104]","[('there', 'RB')]",ADV,POSITIVE,0.9937,Is there anybody here? Huh, is there anybody here huh,NEGATIVE,0.9878,-0.9878,25,0.3125,0.9937,112,0.7724137931034483,14.002724,-3.9031613
99,anybody,anybody,anybody,100,18,3,Bridge,1,3,2,2,2,"[100, 105]","[('anybody', 'NN')]",N,POSITIVE,0.9443,Is there anybody here? Huh, is there anybody here huh,NEGATIVE,0.9878,-0.9878,25,0.3125,0.9443,64,0.4413793103448276,0.39298525,3.8688354
100,here?,here,here,101,18,3,Bridge,1,4,2,2,2,"[101, 106]","[('here', 'RB')]",ADV,POSITIVE,0.9937,Is there anybody here? Huh, is there anybody here huh,NEGATIVE,0.9878,-0.9878,25,0.3125,0.9937,112,0.7724137931034483,10.191131,-5.134835
101,Huh,Huh,huh,102,18,3,Bridge,1,5,13,13,13,"[66, 86, 102, 152, 168, 183, 198, 309, 386, 403, 419, 481, 549]","[('huh', 'NN')]",N,NEGATIVE,0.8706,Is there anybody here? Huh, is there anybody here huh,NEGATIVE,0.9878,-0.9878,25,0.3125,-0.8706,33,0.22758620689655173,19.390245,-1.807363
102,Is,Is,is,103,19,3,Bridge,2,6,3,3,3,"[89, 98, 103]","[('is', 'VBZ')]",V,POSITIVE,0.9275,Is there anybody here? Ooh, is there anybody here ooh,NEGATIVE,0.8118,-0.8118,53,0.6625,0.9275,59,0.4068965517241379,-3.2247121,14.881689
103,there,there,there,104,19,3,Bridge,2,7,2,2,2,"[99, 104]","[('there', 'RB')]",ADV,POSITIVE,0.9937,Is there anybody here? Ooh, is there anybody here ooh,NEGATIVE,0.8118,-0.8118,53,0.6625,0.9937,112,0.7724137931034483,14.002692,-3.9031677
104,anybody,anybody,anybody,105,19,3,Bridge,2,8,2,2,2,"[100, 105]","[('anybody', 'NN')]",N,POSITIVE,0.9443,Is there anybody here? Ooh, is there anybody here ooh,NEGATIVE,0.8118,-0.8118,53,0.6625,0.9443,64,0.4413793103448276,0.39246958,3.869256
105,here?,here,here,106,19,3,Bridge,2,9,2,2,2,"[101, 106]","[('here', 'RB')]",ADV,POSITIVE,0.9937,Is there anybody here? Ooh, is there anybody here ooh,NEGATIVE,0.8118,-0.8118,53,0.6625,0.9937,112,0.7724137931034483,10.192404,-5.134832
106,Ooh,Ooh,ooh,107,19,3,Bridge,2,10,18,18,18,"[54, 72, 107, 123, 141, 158, 188, 204, 298, 316, 350, 374, 391, 408, 426, 512, 554, 569]","[('ooh', 'NN')]",N,POSITIVE,0.9856,Is there anybody here? Ooh, is there anybody here ooh,NEGATIVE,0.8118,-0.8118,53,0.6625,0.9856,89,0.6137931034482759,30.057333,-4.7465134
107,That,That,that,108,20,3,Bridge,3,11,5,5,5,"[108, 122, 128, 134, 504]","[('that', 'IN')]",PREP,POSITIVE,0.9895,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.9895,99,0.6827586206896552,6.922751,13.559602
108,can,can,can,109,20,3,Bridge,3,12,1,1,1,[109],"[('can', 'MD')]",V,POSITIVE,0.9985,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.9985,131,0.903448275862069,-2.9021134,14.425629
109,save,save,save,110,20,3,Bridge,3,13,1,1,1,[110],"[('save', 'VB')]",V,POSITIVE,0.9841,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.9841,87,0.6,-0.55439186,-5.727989
110,no,no,no,111,20,3,Bridge,3,14,4,4,4,"[111, 164, 294, 575]","[('no', 'DT')]",DET,NEGATIVE,0.9964,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,-0.9964,14,0.09655172413793103,16.851511,-5.8818417
111,matter,matter,matter,112,20,3,Bridge,3,15,1,1,1,[112],"[('matter', 'NN')]",N,POSITIVE,0.541,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.541,41,0.2827586206896552,-5.760833,3.3473523
112,how,how,how,113,20,3,Bridge,3,16,1,1,1,[113],"[('how', 'WRB')]",OTH,POSITIVE,0.9858,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.9858,90,0.6206896551724138,12.030955,5.0630116
113,much,much,much,114,20,3,Bridge,3,17,1,1,1,[114],"[('much', 'JJ')]",ADJ,POSITIVE,0.9993,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.9993,139,0.9586206896551724,-7.7994013,2.5146904
114,he,he,he,115,20,3,Bridge,3,18,2,2,2,"[8, 115]","[('he', 'PRP')]",PRON,POSITIVE,0.9707,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.9707,77,0.5310344827586206,0.64020926,8.397924
115,player-hate?,player-hate,player-hate,116,20,3,Bridge,3,19,1,1,1,[116],"[('player-hate', 'NN')]",N,NEGATIVE,0.9998,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,-0.9998,0,0.0,-17.12524,-5.8941674
116,Hahaha,Hahaha,hahaha,117,20,3,Bridge,3,20,1,1,1,[117],"[('hahaha', 'NN')]",N,POSITIVE,0.8918,That can save no matter how much he player-hate? Hahaha, that can save no matter how much he player-hate hahaha,NEGATIVE,0.9992,-0.9992,2,0.025,0.8918,51,0.35172413793103446,26.359074,-3.5833285
117,It,It,it,118,21,3,Bridge,4,21,20,20,20,"[33, 37, 118, 124, 130, 138, 171, 181, 186, 301, 307, 314, 323, 326, 491, 516, 540, 542, 582, 586]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"It was the blood that, ooh", it was the blood that ooh,POSITIVE,0.9771,0.9771,66,0.825,0.9927,108,0.7448275862068966,7.3715386,8.488035
118,was,was,was,119,21,3,Bridge,4,22,4,4,4,"[119, 125, 131, 139]","[('was', 'VBD')]",V,POSITIVE,0.7796,"It was the blood that, ooh", it was the blood that ooh,POSITIVE,0.9771,0.9771,66,0.825,0.7796,45,0.3103448275862069,5.993595,19.736437
119,the,the,the,120,21,3,Bridge,4,23,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,"It was the blood that, ooh", it was the blood that ooh,POSITIVE,0.9771,0.9771,66,0.825,0.9636,69,0.47586206896551725,-4.874047,10.301162
120,blood,blood,blood,121,21,3,Bridge,4,24,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,"It was the blood that, ooh", it was the blood that ooh,POSITIVE,0.9771,0.9771,66,0.825,-0.9781,22,0.15172413793103448,-14.86186,-22.44123
121,"that,",that,that,122,21,3,Bridge,4,25,5,5,5,"[108, 122, 128, 134, 504]","[('that', 'IN')]",PREP,POSITIVE,0.9895,"It was the blood that, ooh", it was the blood that ooh,POSITIVE,0.9771,0.9771,66,0.825,0.9895,99,0.6827586206896552,6.922751,13.559602
122,ooh,ooh,ooh,123,21,3,Bridge,4,26,18,18,18,"[54, 72, 107, 123, 141, 158, 188, 204, 298, 316, 350, 374, 391, 408, 426, 512, 554, 569]","[('ooh', 'NN')]",N,POSITIVE,0.9856,"It was the blood that, ooh", it was the blood that ooh,POSITIVE,0.9771,0.9771,66,0.825,0.9856,89,0.6137931034482759,30.523788,-5.7264404
123,It,It,it,124,22,3,Bridge,5,27,20,20,20,"[33, 37, 118, 124, 130, 138, 171, 181, 186, 301, 307, 314, 323, 326, 491, 516, 540, 542, 582, 586]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"It was the blood that, God", it was the blood that god,POSITIVE,0.7465,0.7465,59,0.7375,0.9927,108,0.7448275862068966,7.447854,9.23542
124,was,was,was,125,22,3,Bridge,5,28,4,4,4,"[119, 125, 131, 139]","[('was', 'VBD')]",V,POSITIVE,0.7796,"It was the blood that, God", it was the blood that god,POSITIVE,0.7465,0.7465,59,0.7375,0.7796,45,0.3103448275862069,5.9936004,19.736414
125,the,the,the,126,22,3,Bridge,5,29,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,"It was the blood that, God", it was the blood that god,POSITIVE,0.7465,0.7465,59,0.7375,0.9636,69,0.47586206896551725,-5.2600718,9.941579
126,blood,blood,blood,127,22,3,Bridge,5,30,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,"It was the blood that, God", it was the blood that god,POSITIVE,0.7465,0.7465,59,0.7375,-0.9781,22,0.15172413793103448,-14.278751,-22.302816
127,"that,",that,that,128,22,3,Bridge,5,31,5,5,5,"[108, 122, 128, 134, 504]","[('that', 'IN')]",PREP,POSITIVE,0.9895,"It was the blood that, God", it was the blood that god,POSITIVE,0.7465,0.7465,59,0.7375,0.9895,99,0.6827586206896552,6.922751,13.559602
128,God,God,god,129,22,3,Bridge,5,32,5,5,5,"[129, 173, 465, 475, 579]","[('god', 'NN')]",N,POSITIVE,0.9449,"It was the blood that, God", it was the blood that god,POSITIVE,0.7465,0.7465,59,0.7375,0.9449,65,0.4482758620689655,22.114574,-9.794487
129,It,It,it,130,23,3,Bridge,6,33,20,20,20,"[33, 37, 118, 124, 130, 138, 171, 181, 186, 301, 307, 314, 323, 326, 491, 516, 540, 542, 582, 586]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.9927,108,0.7448275862068966,7.2704625,8.179159
130,was,was,was,131,23,3,Bridge,6,34,4,4,4,"[119, 125, 131, 139]","[('was', 'VBD')]",V,POSITIVE,0.7796,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.7796,45,0.3103448275862069,5.9936,19.736416
131,the,the,the,132,23,3,Bridge,6,35,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.9636,69,0.47586206896551725,-5.626871,10.161025
132,blood,blood,blood,133,23,3,Bridge,6,36,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,-0.9781,22,0.15172413793103448,-15.49019,-21.481583
133,that,that,that,134,23,3,Bridge,6,37,5,5,5,"[108, 122, 128, 134, 504]","[('that', 'IN')]",PREP,POSITIVE,0.9895,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.9895,99,0.6827586206896552,6.922751,13.559602
134,cleansed,cleansed,cleansed,135,23,3,Bridge,6,38,1,1,1,[135],"[('cleansed', 'VBN')]",V,POSITIVE,0.9932,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.9932,110,0.7586206896551724,-2.9430609,-10.265549
135,"me,",me,me,136,23,3,Bridge,6,39,8,8,8,"[15, 136, 422, 430, 461, 469, 477, 494]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.9947,115,0.7931034482758621,-22.52966,-0.3513527
136,ha,ha,ha,137,23,3,Bridge,6,40,1,1,1,[137],"[('ha', 'NN')]",N,POSITIVE,0.8225,"It was the blood that cleansed me, ha", it was the blood that cleansed me ha,POSITIVE,0.9805,0.9805,67,0.8375,0.8225,48,0.3310344827586207,23.939754,-3.2265959
137,It,It,it,138,24,3,Bridge,7,41,20,20,20,"[33, 37, 118, 124, 130, 138, 171, 181, 186, 301, 307, 314, 323, 326, 491, 516, 540, 542, 582, 586]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"It was the, ooh", it was the ooh,POSITIVE,0.9739,0.9739,65,0.8125,0.9927,108,0.7448275862068966,6.9057264,8.902531
138,was,was,was,139,24,3,Bridge,7,42,4,4,4,"[119, 125, 131, 139]","[('was', 'VBD')]",V,POSITIVE,0.7796,"It was the, ooh", it was the ooh,POSITIVE,0.9739,0.9739,65,0.8125,0.7796,45,0.3103448275862069,5.9935994,19.736412
139,"the,",the,the,140,24,3,Bridge,7,43,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,"It was the, ooh", it was the ooh,POSITIVE,0.9739,0.9739,65,0.8125,0.9636,69,0.47586206896551725,-4.3067193,10.035133
140,ooh,ooh,ooh,141,24,3,Bridge,7,44,18,18,18,"[54, 72, 107, 123, 141, 158, 188, 204, 298, 316, 350, 374, 391, 408, 426, 512, 554, 569]","[('ooh', 'NN')]",N,POSITIVE,0.9856,"It was the, ooh", it was the ooh,POSITIVE,0.9739,0.9739,65,0.8125,0.9856,89,0.6137931034482759,30.820583,-4.126526
141,Shower,Shower,shower,142,25,4,Pre-Chorus: Kanye West,1,1,2,2,2,"[61, 142]","[('shower', 'NN')]",N,POSITIVE,0.9908,Shower down on us (Ah), shower down on us ah,POSITIVE,0.9886,0.9886,72,0.9,0.9908,102,0.7034482758620689,-9.878066,-17.02134
142,down,down,down,143,25,4,Pre-Chorus: Kanye West,1,2,22,22,22,"[40, 45, 50, 56, 143, 175, 190, 241, 247, 249, 255, 265, 270, 277, 383, 388, 407, 412, 425, 546, 553, 558]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Shower down on us (Ah), shower down on us ah,POSITIVE,0.9886,0.9886,72,0.9,-0.9997,1,0.006896551724137931,32.64673,15.570404
143,on,on,on,144,25,4,Pre-Chorus: Kanye West,1,3,9,9,9,"[41, 46, 57, 144, 176, 191, 384, 389, 547]","[('on', 'IN')]",PREP,POSITIVE,0.987,Shower down on us (Ah), shower down on us ah,POSITIVE,0.9886,0.9886,72,0.9,0.987,93,0.6413793103448275,-12.405446,16.110495
144,us,us,us,145,25,4,Pre-Chorus: Kanye West,1,4,20,20,20,"[62, 68, 93, 145, 148, 154, 177, 192, 200, 206, 212, 229, 234, 284, 385, 390, 393, 399, 548, 565]","[('us', 'PRP')]",PRON,POSITIVE,0.999,Shower down on us (Ah), shower down on us ah,POSITIVE,0.9886,0.9886,72,0.9,0.999,136,0.9379310344827586,-25.919367,2.4209228
145,(Ah),Ah,ah,146,25,4,Pre-Chorus: Kanye West,1,5,14,14,14,"[60, 78, 97, 146, 178, 193, 210, 303, 337, 381, 523, 544, 559, 574]","[('ah', 'NN')]",N,POSITIVE,0.8809,Shower down on us (Ah), shower down on us ah,POSITIVE,0.9886,0.9886,72,0.9,0.8809,50,0.3448275862068966,21.445532,-4.7287374
146,Wash,Wash,wash,147,26,4,Pre-Chorus: Kanye West,2,6,13,13,13,"[67, 92, 147, 153, 199, 205, 211, 228, 233, 283, 392, 398, 564]","[('wash', 'NN')]",N,NEGATIVE,0.9984,Wash us in the blood (Huh), wash us in the blood huh,NEGATIVE,0.9694,-0.9694,37,0.4625,-0.9984,8,0.05517241379310345,-1.9826361,-9.150107
147,us,us,us,148,26,4,Pre-Chorus: Kanye West,2,7,20,20,20,"[62, 68, 93, 145, 148, 154, 177, 192, 200, 206, 212, 229, 234, 284, 385, 390, 393, 399, 548, 565]","[('us', 'PRP')]",PRON,POSITIVE,0.999,Wash us in the blood (Huh), wash us in the blood huh,NEGATIVE,0.9694,-0.9694,37,0.4625,0.999,136,0.9379310344827586,-25.700462,1.4249048
148,in,in,in,149,26,4,Pre-Chorus: Kanye West,2,8,19,19,19,"[69, 83, 94, 149, 155, 201, 207, 213, 220, 230, 235, 285, 354, 362, 394, 400, 509, 520, 566]","[('in', 'IN')]",PREP,POSITIVE,0.979,Wash us in the blood (Huh), wash us in the blood huh,NEGATIVE,0.9694,-0.9694,37,0.4625,0.979,82,0.5655172413793104,-17.621414,19.10588
149,the,the,the,150,26,4,Pre-Chorus: Kanye West,2,9,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Wash us in the blood (Huh), wash us in the blood huh,NEGATIVE,0.9694,-0.9694,37,0.4625,0.9636,69,0.47586206896551725,-7.0276628,10.547724
150,blood,blood,blood,151,26,4,Pre-Chorus: Kanye West,2,10,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,Wash us in the blood (Huh), wash us in the blood huh,NEGATIVE,0.9694,-0.9694,37,0.4625,-0.9781,22,0.15172413793103448,-14.717272,-21.711887
151,(Huh),Huh,huh,152,26,4,Pre-Chorus: Kanye West,2,11,13,13,13,"[66, 86, 102, 152, 168, 183, 198, 309, 386, 403, 419, 481, 549]","[('huh', 'NN')]",N,NEGATIVE,0.8706,Wash us in the blood (Huh), wash us in the blood huh,NEGATIVE,0.9694,-0.9694,37,0.4625,-0.8706,33,0.22758620689655173,19.37857,-1.0573151
152,Wash,Wash,wash,153,27,4,Pre-Chorus: Kanye West,3,12,13,13,13,"[67, 92, 147, 153, 199, 205, 211, 228, 233, 283, 392, 398, 564]","[('wash', 'NN')]",N,NEGATIVE,0.9984,Wash us in the blood (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,-0.9984,8,0.05517241379310345,-1.1374372,-8.89528
153,us,us,us,154,27,4,Pre-Chorus: Kanye West,3,13,20,20,20,"[62, 68, 93, 145, 148, 154, 177, 192, 200, 206, 212, 229, 234, 284, 385, 390, 393, 399, 548, 565]","[('us', 'PRP')]",PRON,POSITIVE,0.999,Wash us in the blood (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.999,136,0.9379310344827586,-25.295578,2.2174764
154,in,in,in,155,27,4,Pre-Chorus: Kanye West,3,14,19,19,19,"[69, 83, 94, 149, 155, 201, 207, 213, 220, 230, 235, 285, 354, 362, 394, 400, 509, 520, 566]","[('in', 'IN')]",PREP,POSITIVE,0.979,Wash us in the blood (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.979,82,0.5655172413793104,-18.059477,19.622173
155,the,the,the,156,27,4,Pre-Chorus: Kanye West,3,15,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Wash us in the blood (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.9636,69,0.47586206896551725,-4.933083,11.751046
156,blood,blood,blood,157,27,4,Pre-Chorus: Kanye West,3,16,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,Wash us in the blood (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,-0.9781,22,0.15172413793103448,-14.419412,-21.09136
